code_insee,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,nb_audioprothesistes_2026,nb_orl_liberaux_2026,lat,lon,dist_audio_km,score_v2,sans_audio_5k,prioritaire_v2,apl,rang
79003,Aiffres,75 - Nouvelle-Aquitaine,5419,25.3,28280.0,10.9577450994995,0.0,0,0,46.283111641791045,-0.4169182089552239,6.4,32232.878392544397,True,True,90.33923064120448,118
73010,Entrelacs,84 - Auvergne-Rhône-Alpes,6461,17.64,30140.0,14.2464434201,0.0,0,0,45.78602370588235,5.921115,7.1,32225.591562539405,True,True,91.97742734225112,119
44098,Missillac,52 - Pays de la Loire,5709,19.9,26010.0,11.7730622853297,0.0,0,0,47.48943865771812,-2.17649288590604,8.5,32217.456183643764,True,True,88.96391136935819,120
77249,Lésigny,11 - Île-de-France,6923,19.59,35190.0,17.6830350288326,0.0,0,0,48.7490898076923,2.616169423076923,4.1,32211.13401451908,True,True,76.78462529484685,121
34101,Florensac,76 - Occitanie,5254,28.04,22880.0,11.2078374815282,1.0,0,0,43.38784110000002,3.4581594,4.8,32200.34154953,True,True,89.8152055137665,122
78396,Le Mesnil-le-Roi,11 - Île-de-France,6332,20.05,39890.0,19.6544731640776,0.0,0,0,48.92720166666667,2.119793333333333,1.8,32187.08556550653,True,True,97.38492587501835,123
10081,La Chapelle-Saint-Luc,44 - Grand Est,12648,18.82,17650.0,10.1924437012555,0.0,0,0,48.317347954545454,4.03715409090909,1.9,32185.349049786608,True,True,105.58859689027275,124
62555,Marles-les-Mines,32 - Hauts-de-France,5411,20.81,18770.0,10.2361370743083,0.0,0,0,50.50288818181818,2.5031660606060604,2.6,32179.411250875357,True,True,44.01279144241178,125
42183,La Ricamarie,84 - Auvergne-Rhône-Alpes,8039,18.72,18380.0,8.60682635985919,0.0,0,0,45.40270130434783,4.368974782608695,2.9,32173.092361343894,True,True,73.76421487244617,126
36159,Le Poinçonnet,24 - Centre-Val de Loire,5855,29.66,28490.0,8.39999732403868,0.0,0,0,46.76405319444445,1.7312431944444444,5.4,32167.24962251202,True,True,67.8551283229732,127
76481,Octeville-sur-Mer,28 - Normandie,6172,21.86,32930.0,13.3352233730323,0.0,0,0,49.55657896551725,0.1242703448275862,4.9,32160.549027998342,True,True,59.44890450994166,128
72231,Parigné-l'Évêque,52 - Pays de la Loire,5358,22.97,26780.0,8.52706200020435,0.0,0,0,47.93218822695035,0.3746536879432624,7.7,32150.273200590684,True,True,55.90270853276952,129
44021,Villeneuve-en-Retz,52 - Pays de la Loire,5120,24.12,25470.0,11.4166753368331,0.0,0,0,47.03401297872341,-1.904091489361702,7.5,32130.98885704287,True,True,52.35099686772853,130
06159,Villefranche-sur-Mer,93 - Provence-Alpes-Côte d'Azur,5008,35.99,29910.0,24.4507488274821,0.0,0,0,43.7091524,7.3207141999999985,1.0,32124.36576575912,True,True,62.29505526938583,131
06095,Peymeinade,93 - Provence-Alpes-Côte d'Azur,8514,26.45,28890.0,16.4340014243516,3.0,0,0,43.63156593220338,6.88039152542373,4.8,32117.43999839851,True,True,59.75134276787023,132
30217,Rochefort-du-Gard,76 - Occitanie,8117,19.34,28710.0,13.5628444391736,0.0,0,0,43.98119887640449,4.677049887640449,7.0,32101.085616026256,True,True,77.44974269545324,133
97231,Les Trois-Îlets,02 - Martinique,6507,20.54,,16.9533994450266,0.0,0,0,14.535570773809525,-61.03597607142857,7.7,32084.114325914124,True,True,27.544748365714227,134
85089,La Ferrière,52 - Pays de la Loire,5454,19.8,26360.0,9.78538021047196,0.0,0,0,46.71937790322581,-1.3349637096774192,8.3,32074.722370828164,True,True,70.49316683985847,135
91286,Grigny,11 - Île-de-France,26842,9.46,16470.0,15.1950064964789,0.0,0,0,48.65450333333333,2.38637875,1.9,32070.073779185142,True,True,80.31349017318138,136
13084,La Roque-d'Anthéron,93 - Provence-Alpes-Côte d'Azur,5459,22.42,25650.0,15.012294764084,0.0,0,0,43.71231671428572,5.3072360000000005,7.2,32064.96876057233,True,True,90.18290824887578,137
83120,Saint-Zacharie,93 - Provence-Alpes-Côte d'Azur,5879,23.96,29230.0,14.860488541243,0.0,0,0,43.37733508771929,5.720293508771929,5.4,32062.522205742596,True,True,89.1359843316585,138
64189,Ciboure,75 - Nouvelle-Aquitaine,5951,36.48,27010.0,14.4582420833273,0.0,0,0,43.37709016666667,-1.665759166666667,3.2,32060.2965637593,True,True,64.35318202828525,139
86174,Naintré,75 - Nouvelle-Aquitaine,5964,25.69,25900.0,9.06694919044591,0.0,0,0,46.77110172413793,0.4925270114942529,7.0,32034.90867915328,True,True,69.70502373128679,140
97206,Le Diamant,02 - Martinique,6161,20.23,,17.9939619545721,0.0,0,0,14.48601532967033,-61.02020532967034,7.5,32027.062284035943,True,True,23.23408224652796,141
62771,Sallaumines,32 - Hauts-de-France,9414,17.59,18180.0,10.7783827432669,0.0,0,0,50.41929676470589,2.861975588235293,2.3,32024.381861102145,True,True,79.01885785082396,142
13107,Simiane-Collongue,93 - Provence-Alpes-Côte d'Azur,5780,23.18,32040.0,15.4160390397883,0.0,0,0,43.41006039473684,5.4376531578947365,4.3,32020.65393355592,True,True,111.1514802875332,143
03101,Domérat,84 - Auvergne-Rhône-Alpes,8622,32.42,25630.0,8.48736231192463,0.0,0,0,46.36865233333334,2.5439912222222225,5.4,32009.292094127824,True,True,46.69290917235054,144
57447,Marly,44 - Grand Est,10286,29.95,31010.0,13.3402313152582,1.0,0,0,49.06512507936507,6.152124761904761,3.2,32008.484746528957,True,True,67.15047452331669,145
13074,Peyrolles-en-Provence,93 - Provence-Alpes-Côte d'Azur,5409,17.33,26680.0,13.0639916458145,1.0,0,0,43.62412231884059,5.578561014492753,8.1,31974.677043180243,True,True,80.96285121812973,146
97420,Sainte-Suzanne,04 - La Réunion,25551,11.02,19560.0,13.3967920083126,0.0,0,0,-20.952010173410407,55.59033872832369,4.6,31973.795762296,True,True,48.39889245962166,147
17407,Sainte-Soulle,75 - Nouvelle-Aquitaine,5034,17.62,28190.0,16.0759432381106,0.0,0,0,46.18999227272727,-1.008278484848485,7.0,31963.59383263904,True,True,83.3753469367944,148
57683,Uckange,44 - Grand Est,7021,18.2,21300.0,13.4117318981025,0.0,0,0,49.30532733333334,6.149434888888888,4.7,31933.100629457196,True,True,63.054591622200654,149
85008,Aubigny-Les Clouzeaux,52 - Pays de la Loire,7191,19.55,26810.0,10.3696886040078,0.0,0,0,46.61478204545455,-1.4754833333333333,7.7,31922.826374529926,True,True,102.53712986144237,150
44180,Vallons-de-l'Erdre,52 - Pays de la Loire,6692,20.12,23960.0,9.59772984630415,0.0,0,0,47.54538812030076,-1.1316547368421055,7.3,31900.90669786097,True,True,59.13035387372109,151
