code_insee,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,nb_audioprothesistes_2026,nb_orl_liberaux_2026,lat,lon,dist_audio_km,score_v2,sans_audio_5k,prioritaire_v2,apl,rang
97421,Salazie,04 - La Réunion,7268,12.66,15180.0,12.3087527894794,0.0,0,0,-21.046328939393945,55.51586025252525,10.3,35993.45787684997,True,True,74.8258967377613,13
74056,Chamonix-Mont-Blanc,84 - Auvergne-Rhône-Alpes,8705,22.98,28930.0,24.5583348835589,1.0,0,0,45.92905243589744,6.926696880341881,14.0,35894.86169175056,True,True,10.598804909678282,14
97122,Port-Louis,01 - Guadeloupe,5607,25.38,,13.7259835539844,1.0,0,0,16.42256643939394,-61.49807234848485,16.3,35829.29081141886,True,True,13.687524057202438,15
97417,Saint-Philippe,04 - La Réunion,5082,15.03,16890.0,12.762995393569,0.0,0,0,-21.325601301775144,55.73876727810651,10.4,35602.55358503912,True,True,20.425227459883487,16
18207,Saint-Florent-sur-Cher,24 - Centre-Val de Loire,6463,28.68,23860.0,8.82356849831913,0.0,0,0,46.98976120689655,2.2590067241379312,14.4,35593.67827372505,True,True,48.2239318820118,17
14061,Souleuvre en Bocage,28 - Normandie,8629,21.87,24390.0,9.06516769561828,0.0,0,0,48.95780178832116,-0.8427163868613139,16.0,35367.65894859964,True,True,58.26641880893454,18
97424,Cilaos,04 - La Réunion,5040,15.14,15660.0,11.9285408724221,0.0,0,0,-21.13845698630137,55.457354657534246,8.6,35337.26202566977,True,True,74.67393435985868,19
85084,Essarts en Bocage,52 - Pays de la Loire,6851,15.91,25780.0,11.2120541799545,0.0,0,0,46.784975044642856,-1.2088782142857144,17.2,35238.365205832706,True,True,45.80066000444975,20
87002,Ambazac,75 - Nouvelle-Aquitaine,5556,25.12,25900.0,9.50404102303927,0.0,0,0,45.95445092783505,1.3979456185567012,14.5,34999.0390979916,True,True,41.732914963331694,21
74236,Saint-Gervais-les-Bains,84 - Auvergne-Rhône-Alpes,5755,21.41,28750.0,14.820817542693,0.0,0,1,45.8490823699422,6.73503965317919,12.8,34966.11701436042,True,True,35.03133027806112,22
01071,Cessy,84 - Auvergne-Rhône-Alpes,5832,10.4,47240.0,20.830651303137,0.0,0,0,46.316183333333335,6.077904583333333,7.3,34651.18361457002,True,True,111.5944904441347,23
74288,Valleiry,84 - Auvergne-Rhône-Alpes,5264,11.45,41810.0,20.6634658349121,1.0,0,0,46.11712171428572,5.971030285714286,9.0,34560.43540637975,True,True,85.2514817112601,24
17333,Saint-Georges-de-Didonne,75 - Nouvelle-Aquitaine,5092,55.25,28660.0,13.4988380428414,0.0,0,0,45.60135290322581,-0.9853354838709676,4.2,34543.06492277557,True,True,61.82983090298982,25
97106,Bouillante,01 - Guadeloupe,6127,27.24,,13.1722428356597,0.0,0,0,16.141289999999998,-61.76107960526315,12.4,34428.53936390737,True,True,26.027410960780585,26
