commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022
Solignat,84 - Auvergne-Rhône-Alpes,504,24.9,45.53,22870.0,8.1,0,504.0,0
Merry-la-Vallée,27 - Bourgogne-Franche-Comté,374,25.3,20.43,21940.0,9.2,0,374.0,0
Rouvres-en-Xaintois,44 - Grand Est,281,26.9,25.11,20780.0,7.3,0,281.0,0
Savennes,75 - Nouvelle-Aquitaine,213,25.4,30.74,22540.0,7.9,0,213.0,0
Rouffilhac,76 - Occitanie,188,28.7,28.92,18810.0,6.5,0,188.0,0
Verdets,75 - Nouvelle-Aquitaine,278,26.1,49.47,21260.0,8.4,0,278.0,0
Taxat-Senat,84 - Auvergne-Rhône-Alpes,194,26.0,14.24,21880.0,7.7,0,194.0,0
Maraussan,76 - Occitanie,4514,23.3,364.92,20620.0,9.6,0,4514.0,0
Courtempierre,24 - Centre-Val de Loire,235,25.0,17.67,22790.0,8.5,0,235.0,0
Beugnon,27 - Bourgogne-Franche-Comté,304,26.9,39.48,20970.0,6.8,0,304.0,0
Neuf-Brisach,44 - Grand Est,1947,24.5,1463.91,19520.0,9.8,1,973.5,0
Saint-Martin-des-Champs,11 - Île-de-France,653,25.6,62.67,22470.0,10.4,3,163.25,0
Tousson,11 - Île-de-France,377,20.3,28.47,26470.0,13.6,0,377.0,0
La Rivière-Enverse,84 - Auvergne-Rhône-Alpes,469,19.5,58.77,27510.0,13.4,0,469.0,0
Brion,27 - Bourgogne-Franche-Comté,295,24.5,17.8,23710.0,7.9,0,295.0,0
Blessac,75 - Nouvelle-Aquitaine,533,26.9,30.03,20720.0,7.0,0,533.0,0
Les Moitiers-d'Allonne,28 - Normandie,704,24.1,40.91,22810.0,10.1,0,704.0,0
Saint-Loup-sur-Semouse,27 - Bourgogne-Franche-Comté,3206,28.4,193.83,16520.0,6.7,0,3206.0,0
Suzanne,32 - Hauts-de-France,190,24.6,21.94,22950.0,9.3,0,190.0,0
Erckartswiller,44 - Grand Est,299,23.4,28.59,24470.0,9.3,0,299.0,0
Bourg-Argental,84 - Auvergne-Rhône-Alpes,2930,26.4,145.41,20920.0,7.0,1,1465.0,0
Soula,76 - Occitanie,176,25.4,15.77,22140.0,8.8,0,176.0,0
Canteleu,28 - Normandie,14244,19.0,808.86,17770.0,10.6,0,14244.0,0
Willer-sur-Thur,44 - Grand Est,1802,24.2,100.11,21880.0,9.8,0,1802.0,0
Albi,76 - Occitanie,48993,25.8,1106.94,20360.0,9.6,11,4082.75,1
Monprimblanc,75 - Nouvelle-Aquitaine,294,25.6,59.15,21390.0,9.4,0,294.0,0
Valloire-sur-Cisse,24 - Centre-Val de Loire,2416,22.5,59.86,24300.0,8.8,0,2416.0,0
Yermenonville,24 - Centre-Val de Loire,598,20.5,118.65,27060.0,11.1,0,598.0,0
Maranville,44 - Grand Est,404,28.7,32.53,18280.0,7.2,0,404.0,0
Équevilley,27 - Bourgogne-Franche-Comté,123,26.6,13.0,21110.0,7.7,0,123.0,0
Vouthon,75 - Nouvelle-Aquitaine,410,27.3,39.5,19600.0,8.3,0,410.0,0
Sens,27 - Bourgogne-Franche-Comté,26586,22.9,1213.97,17700.0,10.6,3,6646.5,2
Mélisey,27 - Bourgogne-Franche-Comté,246,26.3,11.1,21670.0,7.2,0,246.0,0
Saint-Sauveur-de-Cruzières,84 - Auvergne-Rhône-Alpes,531,27.6,21.38,18800.0,9.0,0,531.0,0
Sainte-Catherine,32 - Hauts-de-France,3503,19.2,796.14,24860.0,11.7,0,3503.0,0
Folgensbourg,44 - Grand Est,926,16.1,137.8,32840.0,10.8,0,926.0,0
Curac,75 - Nouvelle-Aquitaine,123,28.3,25.0,19280.0,6.7,0,123.0,0
Humbercamps,32 - Hauts-de-France,219,26.9,61.17,19730.0,9.3,0,219.0,0
Aumâtre,32 - Hauts-de-France,179,26.1,32.14,20900.0,9.3,0,179.0,0
Verneuil-en-Halatte,32 - Hauts-de-France,4677,17.7,210.11,26240.0,13.9,0,4677.0,0
Cadalen,76 - Occitanie,1529,24.3,37.84,22220.0,9.5,0,1529.0,0
Rilhac-Rancon,75 - Nouvelle-Aquitaine,4610,21.9,264.64,23470.0,7.9,0,4610.0,0
Dirol,27 - Bourgogne-Franche-Comté,114,27.4,12.03,19980.0,7.8,0,114.0,0
Bedous,75 - Nouvelle-Aquitaine,600,26.5,51.55,20350.0,8.6,0,600.0,0
Bazouges-la-Pérouse,53 - Bretagne,1832,26.7,31.49,19910.0,7.2,0,1832.0,0
Brouzet-lès-Alès,76 - Occitanie,660,25.0,50.65,21880.0,9.5,0,660.0,0
Betbezer-d'Armagnac,75 - Nouvelle-Aquitaine,150,29.5,18.52,16810.0,8.4,0,150.0,0
Solaize,84 - Auvergne-Rhône-Alpes,2939,18.1,362.84,27070.0,13.0,0,2939.0,0
Brienne-le-Château,44 - Grand Est,2784,27.9,129.13,19660.0,5.6,1,1392.0,0
Caorches-Saint-Nicolas,28 - Normandie,593,24.1,50.34,23140.0,9.5,0,593.0,0
Burcin,84 - Auvergne-Rhône-Alpes,431,23.4,64.42,24120.0,9.6,0,431.0,0
Saint-Germain-Nuelles,84 - Auvergne-Rhône-Alpes,2264,19.2,265.11,27190.0,11.2,0,2264.0,0
Saint-Mamet,76 - Occitanie,558,26.4,50.0,20710.0,8.2,0,558.0,0
Le Vieux-Marché,53 - Bretagne,1300,27.0,56.2,19540.0,7.8,0,1300.0,0
Tanneron,93 - Provence-Alpes-Côte d'Azur,1666,22.1,31.56,23210.0,13.3,0,1666.0,0
Casalta,94 - Corse,54,41.5,11.0,,9.9,0,54.0,0
Saint-Fargeau-Ponthierry,11 - Île-de-France,14109,16.9,851.48,24370.0,14.2,1,7054.5,0
Chablis,27 - Bourgogne-Franche-Comté,2240,23.5,57.69,23210.0,8.5,0,2240.0,0
Le Ban-Saint-Martin,44 - Grand Est,4429,17.0,2785.53,22570.0,11.2,0,4429.0,1
Montreuil-Juigné,52 - Pays de la Loire,7521,19.7,544.61,22520.0,10.2,0,7521.0,0
Mars-la-Tour,44 - Grand Est,944,24.2,74.68,23030.0,8.8,0,944.0,0
Cravans,75 - Nouvelle-Aquitaine,880,26.4,59.78,20050.0,9.0,0,880.0,0
Parmain,11 - Île-de-France,5575,16.9,605.98,27860.0,14.7,1,2787.5,0
Le Mesnillard,28 - Normandie,249,28.5,25.54,18650.0,7.2,0,249.0,0
Migné-Auxances,75 - Nouvelle-Aquitaine,6127,20.6,211.57,23420.0,9.5,0,6127.0,0
Saint-Victor,84 - Auvergne-Rhône-Alpes,952,27.1,29.86,19810.0,7.6,0,952.0,0
Viala-du-Tarn,76 - Occitanie,531,28.1,13.77,18560.0,8.1,0,531.0,0
Sailly-sur-la-Lys,32 - Hauts-de-France,3946,20.1,406.8,23920.0,12.2,0,3946.0,0
Pouzols-Minervois,76 - Occitanie,560,27.3,55.17,19520.0,8.1,0,560.0,0
Châtillon-sur-Cluses,84 - Auvergne-Rhône-Alpes,1220,19.3,132.9,27460.0,12.5,0,1220.0,0
Bouffignereux,32 - Hauts-de-France,100,22.2,22.94,26350.0,9.0,0,100.0,0
Mulsanne,52 - Pays de la Loire,5232,22.4,343.08,21500.0,9.2,0,5232.0,0
Arette,75 - Nouvelle-Aquitaine,1074,27.1,11.64,19260.0,8.6,0,1074.0,0
Mesnil-en-Ouche,28 - Normandie,4623,24.3,27.95,20290.0,8.8,0,4623.0,0
Mirepeix,75 - Nouvelle-Aquitaine,1267,23.6,385.11,22400.0,9.8,0,1267.0,0
Brainans,27 - Bourgogne-Franche-Comté,170,25.1,24.05,22880.0,8.0,0,170.0,0
Herlincourt,32 - Hauts-de-France,105,25.2,35.59,22520.0,8.5,0,105.0,0
Ry,28 - Normandie,728,23.7,127.5,22840.0,10.6,0,728.0,0
Le Cannet-des-Maures,93 - Provence-Alpes-Côte d'Azur,4282,23.7,58.15,21730.0,12.0,1,2141.0,0
Almenêches,28 - Normandie,691,27.8,34.09,19280.0,7.1,0,691.0,0
Calanhel,53 - Bretagne,224,29.9,15.64,17330.0,6.1,0,224.0,0
Saint-Eutrope-de-Born,75 - Nouvelle-Aquitaine,678,27.6,17.71,19200.0,7.9,0,678.0,0
Asasp-Arros,75 - Nouvelle-Aquitaine,455,26.4,19.29,20630.0,8.6,0,455.0,0
Saint-Julien,53 - Bretagne,2040,24.4,358.52,21300.0,8.8,0,2040.0,0
Larçay,24 - Centre-Val de Loire,2486,21.0,222.16,25410.0,9.7,0,2486.0,0
Mittainville,11 - Île-de-France,617,18.2,58.71,29090.0,13.4,0,617.0,0
Salavas,84 - Auvergne-Rhône-Alpes,690,26.8,40.33,19670.0,9.0,0,690.0,0
Privas,84 - Auvergne-Rhône-Alpes,8363,25.2,688.88,19940.0,8.6,2,2787.6666666666665,0
Chambérat,84 - Auvergne-Rhône-Alpes,303,29.2,10.68,18020.0,6.5,0,303.0,0
Martincourt,32 - Hauts-de-France,130,24.5,25.59,22960.0,9.5,0,130.0,0
Valloire,84 - Auvergne-Rhône-Alpes,1058,21.7,7.7,23820.0,14.1,0,1058.0,0
Biars-sur-Cère,76 - Occitanie,2090,25.6,575.76,19400.0,8.3,0,2090.0,0
Gouttières,84 - Auvergne-Rhône-Alpes,333,27.0,12.99,20360.0,7.7,0,333.0,0
Fouqueure,75 - Nouvelle-Aquitaine,414,27.8,25.2,18850.0,8.4,0,414.0,0
Marcolès,84 - Auvergne-Rhône-Alpes,597,28.5,11.29,18740.0,6.5,0,597.0,0
Rhinau,44 - Grand Est,2681,22.8,154.52,22640.0,10.4,0,2681.0,0
Arsy,32 - Hauts-de-France,763,22.9,104.95,23430.0,11.6,0,763.0,0
Sartène,94 - Corse,3240,25.4,16.17,19760.0,12.3,1,1620.0,0
Lauterbourg,44 - Grand Est,2318,22.1,206.04,23730.0,10.4,0,2318.0,0
Rocquigny,44 - Grand Est,690,28.5,18.72,18060.0,7.7,0,690.0,0
Patrimonio,94 - Corse,841,25.8,48.17,19840.0,11.1,0,841.0,0
Chécy,24 - Centre-Val de Loire,8636,20.8,558.24,24890.0,11.0,2,2878.6666666666665,0
Saint-Florent-sur-Auzonnet,76 - Occitanie,1171,28.2,125.78,17770.0,7.9,0,1171.0,0
Chuzelles,84 - Auvergne-Rhône-Alpes,2221,18.9,170.45,27150.0,12.5,0,2221.0,0
Cornac,76 - Occitanie,346,26.1,25.15,21230.0,8.3,0,346.0,0
Roche-lez-Beaupré,27 - Bourgogne-Franche-Comté,2140,23.0,380.11,22450.0,10.0,0,2140.0,0
La Ville-aux-Dames,24 - Centre-Val de Loire,5542,20.4,692.75,22310.0,10.9,0,5542.0,0
Rânes,28 - Normandie,1039,27.1,30.4,20050.0,6.9,0,1039.0,0
Le Cambout,53 - Bretagne,425,28.1,23.58,19020.0,7.2,0,425.0,0
Laborde,76 - Occitanie,85,41.9,46.7,,8.5,0,85.0,0
Les Côtes-d'Arey,84 - Auvergne-Rhône-Alpes,2023,19.9,83.22,27420.0,9.9,0,2023.0,0
Marcilly-en-Bassigny,44 - Grand Est,223,26.9,11.4,20760.0,7.3,0,223.0,0
Portes-en-Valdaine,84 - Auvergne-Rhône-Alpes,409,25.7,27.19,21020.0,9.7,0,409.0,0
Villefranche-du-Queyran,75 - Nouvelle-Aquitaine,389,27.1,23.5,19700.0,8.6,0,389.0,0
Bédéchan,76 - Occitanie,144,25.0,18.37,22470.0,9.1,0,144.0,0
Ance Féas,75 - Nouvelle-Aquitaine,613,24.9,25.72,22490.0,8.6,0,613.0,0
Lescar,75 - Nouvelle-Aquitaine,9735,19.6,367.36,24980.0,11.0,1,4867.5,0
Treux,32 - Hauts-de-France,241,25.0,107.59,22050.0,9.4,0,241.0,0
La Chapelle-Naude,27 - Bourgogne-Franche-Comté,512,27.1,26.86,19500.0,8.8,0,512.0,0
Verbiesles,44 - Grand Est,337,23.7,29.67,24790.0,7.6,0,337.0,0
Brasc,76 - Occitanie,170,31.2,8.44,15160.0,7.0,0,170.0,0
Haudricourt,28 - Normandie,411,26.5,13.71,19670.0,10.3,0,411.0,0
Saint-Boès,75 - Nouvelle-Aquitaine,364,24.9,38.36,22690.0,8.5,0,364.0,0
Thourotte,32 - Hauts-de-France,4531,23.5,1034.47,20030.0,11.3,1,2265.5,0
Le Mesge,32 - Hauts-de-France,168,26.8,19.24,19970.0,9.2,0,168.0,0
Saint-Point,27 - Bourgogne-Franche-Comté,338,24.2,23.74,24370.0,7.1,0,338.0,0
Estirac,76 - Occitanie,105,29.5,20.15,16920.0,8.1,0,105.0,0
Pont-et-Massène,27 - Bourgogne-Franche-Comté,172,25.1,28.15,23070.0,7.5,0,172.0,0
Troarn,28 - Normandie,3481,22.3,301.91,22220.0,10.7,0,3481.0,0
Meyreuil,93 - Provence-Alpes-Côte d'Azur,5796,16.2,287.93,26100.0,16.1,0,5796.0,0
Longuyon,44 - Grand Est,5269,26.2,177.41,19460.0,8.4,1,2634.5,0
Pessines,75 - Nouvelle-Aquitaine,763,24.6,84.31,22540.0,8.8,0,763.0,0
Kernascléden,53 - Bretagne,391,28.6,42.22,18360.0,7.1,0,391.0,0
Bivès,76 - Occitanie,133,27.1,13.39,20040.0,8.3,0,133.0,0
Château-sur-Allier,84 - Auvergne-Rhône-Alpes,180,27.1,6.49,20660.0,7.0,0,180.0,0
Pougues-les-Eaux,27 - Bourgogne-Franche-Comté,2375,23.3,186.71,23120.0,8.3,0,2375.0,0
Saint-Agrève,84 - Auvergne-Rhône-Alpes,2347,27.2,48.33,19640.0,7.4,1,1173.5,1
Sommauthe,44 - Grand Est,119,28.9,12.17,18170.0,7.2,0,119.0,0
Trans-en-Provence,93 - Provence-Alpes-Côte d'Azur,5878,22.1,345.97,22790.0,11.6,1,2939.0,0
Soucht,44 - Grand Est,1046,24.4,97.3,22320.0,9.3,0,1046.0,0
Esparros,76 - Occitanie,185,26.8,5.68,20320.0,8.5,0,185.0,0
Hodeng-au-Bosc,28 - Normandie,571,25.0,65.11,21980.0,9.2,0,571.0,0
Boulbon,93 - Provence-Alpes-Côte d'Azur,1518,23.8,78.53,22130.0,10.7,0,1518.0,0
Boulages,44 - Grand Est,219,25.3,18.98,23070.0,6.9,0,219.0,0
Montsenelle,28 - Normandie,1410,26.6,32.73,20020.0,7.7,0,1410.0,0
Escaudœuvres,32 - Hauts-de-France,3238,24.7,487.65,19330.0,9.5,0,3238.0,0
Chaillevette,75 - Nouvelle-Aquitaine,1587,25.5,158.23,20050.0,9.8,0,1587.0,0
Saint-Laurent-de-la-Prée,75 - Nouvelle-Aquitaine,2163,23.2,78.63,22950.0,9.7,0,2163.0,0
Saint-Vivien-de-Monségur,75 - Nouvelle-Aquitaine,375,27.9,23.69,18600.0,8.6,0,375.0,0
Ney,27 - Bourgogne-Franche-Comté,581,23.6,80.03,24110.0,8.6,0,581.0,0
Les Trois-Domaines,44 - Grand Est,124,27.6,7.52,19910.0,7.2,0,124.0,0
Beaulon,84 - Auvergne-Rhône-Alpes,1638,26.1,25.6,20580.0,7.6,0,1638.0,0
Cazalis,75 - Nouvelle-Aquitaine,234,27.0,5.0,20050.0,8.4,0,234.0,0
Vaux-sur-Aure,28 - Normandie,321,23.5,42.24,24120.0,9.4,0,321.0,0
Luzarches,11 - Île-de-France,4637,17.0,226.31,26480.0,15.1,0,4637.0,0
Groisy,84 - Auvergne-Rhône-Alpes,3717,13.8,173.37,31580.0,15.1,0,3717.0,0
Pillac,75 - Nouvelle-Aquitaine,269,28.1,13.7,19360.0,6.7,0,269.0,0
Valderiès,76 - Occitanie,846,26.7,41.43,20560.0,7.1,0,846.0,0
Menétru-le-Vignoble,27 - Bourgogne-Franche-Comté,157,25.7,26.7,22000.0,8.0,0,157.0,0
Cassignas,75 - Nouvelle-Aquitaine,127,26.0,16.16,21740.0,7.8,0,127.0,0
Rougemont-le-Château,27 - Bourgogne-Franche-Comté,1494,24.2,89.78,22650.0,8.5,0,1494.0,0
Sainte-Eulalie-de-Cernon,76 - Occitanie,284,26.2,6.13,21230.0,8.1,0,284.0,0
Izé,52 - Pays de la Loire,457,27.3,16.23,20290.0,6.7,0,457.0,0
Saint-Rémy-du-Val,52 - Pays de la Loire,509,26.9,30.77,20560.0,7.1,0,509.0,0
Senan,27 - Bourgogne-Franche-Comté,694,25.5,39.57,21350.0,9.0,0,694.0,0
Ranspach-le-Haut,44 - Grand Est,628,13.9,143.05,35400.0,11.8,0,628.0,0
Voulaines-les-Templiers,27 - Bourgogne-Franche-Comté,282,28.5,12.19,18560.0,7.2,0,282.0,0
Giou-de-Mamou,84 - Auvergne-Rhône-Alpes,774,23.9,54.39,24050.0,7.7,0,774.0,0
Audenge,75 - Nouvelle-Aquitaine,8336,22.0,101.55,22620.0,11.4,1,4168.0,0
Pressignac-Vicq,75 - Nouvelle-Aquitaine,431,27.3,25.26,19490.0,8.3,0,431.0,0
Châtelus,84 - Auvergne-Rhône-Alpes,106,28.7,15.96,18900.0,6.2,0,106.0,0
La Chapelle-Montmartin,24 - Centre-Val de Loire,427,26.8,39.83,20970.0,6.6,0,427.0,0
Montfrin,76 - Occitanie,3176,24.6,207.72,19960.0,9.8,0,3176.0,0
Roudouallec,53 - Bretagne,708,27.9,28.53,19110.0,7.0,0,708.0,0
Puyravault,75 - Nouvelle-Aquitaine,684,25.4,50.0,22000.0,7.9,0,684.0,0
Marnay,27 - Bourgogne-Franche-Comté,1495,25.8,144.17,21490.0,8.3,1,747.5,0
Otterswiller,44 - Grand Est,1333,22.3,406.4,24540.0,10.6,1,666.5,0
Saint-Hilaire,76 - Occitanie,774,26.9,33.62,19950.0,7.9,0,774.0,0
Gouloux,27 - Bourgogne-Franche-Comté,178,28.4,8.11,18620.0,7.5,0,178.0,0
Sainte-Colombe,75 - Nouvelle-Aquitaine,422,25.1,103.94,21580.0,9.7,0,422.0,0
Nantheuil,75 - Nouvelle-Aquitaine,974,26.5,57.91,20280.0,7.9,0,974.0,0
Mandeure,27 - Bourgogne-Franche-Comté,4807,24.0,317.71,19950.0,8.5,0,4807.0,0
Saint-Julien-Chapteuil,84 - Auvergne-Rhône-Alpes,1959,25.1,69.32,21360.0,8.0,0,1959.0,0
Castelculier,75 - Nouvelle-Aquitaine,2392,24.1,160.0,21740.0,8.9,0,2392.0,0
Orbey,44 - Grand Est,3529,23.0,76.68,22720.0,8.6,0,3529.0,0
Bully,84 - Auvergne-Rhône-Alpes,1990,21.2,158.06,25350.0,10.1,0,1990.0,0
Orphin,11 - Île-de-France,895,17.9,54.24,29200.0,13.4,0,895.0,0
Saint-Goazec,53 - Bretagne,710,28.0,21.03,18970.0,7.0,0,710.0,0
La Meauffe,28 - Normandie,1026,25.8,100.39,21620.0,6.8,0,1026.0,0
Sainte-Gemme,24 - Centre-Val de Loire,258,28.1,7.94,18700.0,8.0,0,258.0,0
Cruguel,53 - Bretagne,654,27.3,38.09,19320.0,8.2,0,654.0,0
Ocana,94 - Corse,628,25.0,24.1,20740.0,11.7,0,628.0,0
Bailly,32 - Hauts-de-France,629,23.5,147.65,23320.0,10.0,0,629.0,0
Crépy,32 - Hauts-de-France,150,28.8,21.71,17460.0,8.7,0,150.0,0
Han-sur-Meuse,44 - Grand Est,274,24.8,15.91,23160.0,7.9,0,274.0,0
Saint-Romain-d'Urfé,84 - Auvergne-Rhône-Alpes,249,28.2,16.6,19290.0,6.5,0,249.0,0
Bons-en-Chablais,84 - Auvergne-Rhône-Alpes,5700,14.8,298.59,31100.0,14.9,1,2850.0,0
Ancourt,28 - Normandie,642,24.6,51.61,22140.0,9.8,0,642.0,0
Braye-en-Thiérache,32 - Hauts-de-France,146,27.6,15.92,19580.0,7.7,0,146.0,0
Lenax,84 - Auvergne-Rhône-Alpes,245,30.2,8.67,16760.0,6.2,0,245.0,0
Saint-Didier-sous-Aubenas,84 - Auvergne-Rhône-Alpes,943,25.5,341.67,21280.0,9.0,1,471.5,0
Thianges,27 - Bourgogne-Franche-Comté,172,26.2,13.44,21840.0,6.9,0,172.0,0
Belfort-du-Quercy,76 - Occitanie,517,28.0,14.29,18570.0,8.1,0,517.0,0
Arrancourt,11 - Île-de-France,143,21.4,19.32,25990.0,11.6,0,143.0,0
Draguignan,93 - Provence-Alpes-Côte d'Azur,39106,21.6,727.55,20380.0,12.0,6,5586.571428571428,6
Saffres,27 - Bourgogne-Franche-Comté,114,27.0,9.17,20220.0,8.1,0,114.0,0
Saint-Pierre-d'Exideuil,75 - Nouvelle-Aquitaine,767,26.5,39.7,20740.0,7.3,0,767.0,0
Bisten-en-Lorraine,44 - Grand Est,248,24.6,55.36,23150.0,8.3,0,248.0,0
Gilley,44 - Grand Est,67,42.6,6.33,,6.6,0,67.0,0
Saint-Pryvé-Saint-Mesmin,24 - Centre-Val de Loire,5939,20.5,669.56,24170.0,11.5,1,2969.5,0
Villette-lès-Arbois,27 - Bourgogne-Franche-Comté,390,24.9,71.56,22750.0,8.0,0,390.0,0
Saint-Cybranet,75 - Nouvelle-Aquitaine,371,27.2,35.91,19550.0,8.4,0,371.0,0
Santes,32 - Hauts-de-France,5668,17.5,748.75,25250.0,12.2,0,5668.0,0
Saint-Martin-en-Gâtinois,27 - Bourgogne-Franche-Comté,122,26.1,16.74,21500.0,7.9,0,122.0,0
Avesnelles,32 - Hauts-de-France,2433,25.5,191.42,19530.0,9.3,0,2433.0,0
Fleurines,32 - Hauts-de-France,1929,17.9,161.42,28420.0,12.9,0,1929.0,0
Privezac,76 - Occitanie,324,27.1,29.22,20320.0,7.2,0,324.0,0
Meymac,75 - Nouvelle-Aquitaine,2322,26.6,26.64,19680.0,6.9,0,2322.0,0
Concremiers,24 - Centre-Val de Loire,647,26.7,23.02,20830.0,6.8,0,647.0,0
Ouzouer-sur-Trézée,24 - Centre-Val de Loire,1121,27.3,18.19,19340.0,7.5,0,1121.0,0
Mulhouse,44 - Grand Est,108942,16.1,4911.72,16100.0,10.3,10,9903.818181818182,9
Tanques,28 - Normandie,157,25.5,25.24,22700.0,7.0,0,157.0,0
La Chapelle-de-Bragny,27 - Bourgogne-Franche-Comté,243,25.2,15.31,22520.0,8.1,0,243.0,0
Laussonne,84 - Auvergne-Rhône-Alpes,1014,26.5,40.38,20590.0,7.2,0,1014.0,0
Saint-Étienne-de-Tinée,93 - Provence-Alpes-Côte d'Azur,1513,23.8,8.7,22450.0,10.2,0,1513.0,0
Lus-la-Croix-Haute,84 - Auvergne-Rhône-Alpes,542,28.2,6.22,18280.0,8.1,0,542.0,0
Roquecourbe,76 - Occitanie,2202,26.0,132.25,19740.0,8.1,0,2202.0,0
Sainte-Marie-du-Lac-Nuisement,44 - Grand Est,272,25.4,15.68,22520.0,7.5,0,272.0,0
Fislis,44 - Grand Est,405,19.1,53.78,29190.0,10.8,0,405.0,0
Saint-Bonnet-en-Champsaur,93 - Provence-Alpes-Côte d'Azur,2048,24.4,57.13,21680.0,9.1,0,2048.0,0
Turny,27 - Bourgogne-Franche-Comté,679,25.2,27.3,21920.0,8.6,0,679.0,0
Ségur,76 - Occitanie,548,27.2,8.17,19810.0,7.7,0,548.0,0
La Chapelle-aux-Brocs,75 - Nouvelle-Aquitaine,435,24.9,87.17,22120.0,9.1,0,435.0,0
Bellefosse,44 - Grand Est,157,24.7,21.39,23480.0,7.6,0,157.0,0
Belvédère-Campomoro,94 - Corse,162,23.6,6.14,22870.0,11.9,0,162.0,0
Saint-Marcel-lès-Valence,84 - Auvergne-Rhône-Alpes,6302,20.3,418.74,22770.0,10.1,0,6302.0,0
Villars-Colmars,93 - Provence-Alpes-Côte d'Azur,248,27.6,6.11,18950.0,8.8,0,248.0,0
Molsheim,44 - Grand Est,9334,21.6,860.28,22240.0,11.5,2,3111.3333333333335,1
Saint-Sulpice-de-Faleyrens,75 - Nouvelle-Aquitaine,1330,25.1,73.2,21420.0,8.7,0,1330.0,0
Dontreix,75 - Nouvelle-Aquitaine,421,28.0,8.87,18820.0,7.7,0,421.0,0
Brosville,28 - Normandie,640,23.1,88.89,23990.0,9.9,0,640.0,0
Paimbœuf,52 - Pays de la Loire,3056,23.2,1528.0,19550.0,8.5,0,3056.0,0
Dordives,24 - Centre-Val de Loire,3287,23.5,216.53,21320.0,9.7,0,3287.0,0
Tribehou,28 - Normandie,527,27.5,52.86,19160.0,8.0,0,527.0,0
Beaupouyet,75 - Nouvelle-Aquitaine,509,28.6,22.49,17710.0,8.1,0,509.0,0
Le Soler,76 - Occitanie,7753,20.7,749.08,20120.0,10.7,0,7753.0,0
Saint-Pierre-de-Méaroz,84 - Auvergne-Rhône-Alpes,121,25.9,26.08,21620.0,8.1,0,121.0,0
Rosières,84 - Auvergne-Rhône-Alpes,1524,26.6,56.82,20120.0,7.0,0,1524.0,0
Fagnières,44 - Grand Est,4838,22.8,248.36,21290.0,9.2,0,4838.0,0
Erneville-aux-Bois,44 - Grand Est,155,27.1,5.53,20270.0,7.6,0,155.0,0
Courlay,75 - Nouvelle-Aquitaine,2429,26.3,82.45,19900.0,6.8,0,2429.0,0
Couëtron-au-Perche,24 - Centre-Val de Loire,1052,26.3,12.17,20870.0,7.2,0,1052.0,0
Trois-Palis,75 - Nouvelle-Aquitaine,948,23.7,224.64,23230.0,8.7,0,948.0,0
Palmas d'Aveyron,76 - Occitanie,1020,25.8,23.41,21290.0,7.7,0,1020.0,0
Saint-Julien-Mont-Denis,84 - Auvergne-Rhône-Alpes,1616,23.2,48.91,23950.0,8.4,0,1616.0,0
Arrast-Larrebieu,75 - Nouvelle-Aquitaine,95,27.4,12.57,19690.0,8.0,0,95.0,0
Mer,24 - Centre-Val de Loire,6205,24.6,234.42,20910.0,8.6,1,3102.5,0
Montmelas-Saint-Sorlin,84 - Auvergne-Rhône-Alpes,507,23.2,119.58,24650.0,8.3,0,507.0,0
Malaincourt-sur-Meuse,44 - Grand Est,54,42.3,14.1,,7.3,0,54.0,0
Courtry,11 - Île-de-France,6658,13.9,1600.48,25690.0,15.7,0,6658.0,0
Champ-Laurent,84 - Auvergne-Rhône-Alpes,34,41.7,6.71,,9.0,0,34.0,0
Cornillon,76 - Occitanie,942,24.1,60.46,22460.0,9.9,0,942.0,0
Bresse-sur-Grosne,27 - Bourgogne-Franche-Comté,185,24.9,18.46,22920.0,8.1,0,185.0,0
Saint-Quentin-sur-Coole,44 - Grand Est,103,20.8,11.72,28070.0,9.0,0,103.0,0
Bouzeron,27 - Bourgogne-Franche-Comté,133,24.1,35.95,23600.0,8.9,0,133.0,0
Vézins-de-Lévézou,76 - Occitanie,657,28.2,8.32,18350.0,7.7,0,657.0,0
Laines-aux-Bois,44 - Grand Est,524,22.2,31.89,25730.0,9.2,0,524.0,0
Larressingle,76 - Occitanie,211,25.1,24.68,22910.0,7.5,0,211.0,0
Réalmont,76 - Occitanie,3449,26.6,240.68,19520.0,8.0,1,1724.5,0
Vianges,27 - Bourgogne-Franche-Comté,39,42.1,4.43,,7.9,0,39.0,0
Lamothe-Cumont,76 - Occitanie,127,26.8,23.74,20140.0,8.6,0,127.0,0
Comberouger,76 - Occitanie,274,25.3,22.42,22200.0,8.3,0,274.0,0
Sanvignes-les-Mines,27 - Bourgogne-Franche-Comté,4311,24.5,121.51,20290.0,7.9,0,4311.0,0
Pont-Audemer,28 - Normandie,10120,24.4,690.31,18040.0,9.2,1,5060.0,1
Saales,44 - Grand Est,833,27.1,84.31,19670.0,7.4,0,833.0,0
Marambat,76 - Occitanie,442,25.9,45.57,21560.0,7.6,0,442.0,0
Rochetaillée,44 - Grand Est,166,26.3,5.94,21510.0,7.2,0,166.0,0
Barneville-la-Bertran,28 - Normandie,125,21.9,29.9,25930.0,10.2,0,125.0,0
