commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022
Le Mas-d'Artige,75 - Nouvelle-Aquitaine,98,28.3,6.05,19160.0,6.6,0,98.0,0
Saintigny,24 - Centre-Val de Loire,996,25.8,22.03,21140.0,8.0,0,996.0,0
Coursan-en-Othe,44 - Grand Est,104,26.0,11.22,22140.0,6.8,0,104.0,0
Moustier-Ventadour,75 - Nouvelle-Aquitaine,448,25.4,15.01,22440.0,7.3,0,448.0,0
Duran,76 - Occitanie,861,22.2,130.65,25150.0,9.4,0,861.0,0
Le Bernard,52 - Pays de la Loire,1227,25.2,44.83,20640.0,10.2,0,1227.0,0
Médonville,44 - Grand Est,87,42.6,11.97,,6.4,0,87.0,0
Vimartin-sur-Orthe,52 - Pays de la Loire,1121,27.5,15.59,19460.0,6.6,0,1121.0,0
Assac,76 - Occitanie,143,27.8,9.5,19540.0,7.1,0,143.0,0
Saint-Nicolas-la-Chapelle,84 - Auvergne-Rhône-Alpes,463,22.1,19.59,23750.0,13.6,0,463.0,0
Puy-Saint-Gulmier,84 - Auvergne-Rhône-Alpes,154,29.0,7.63,17870.0,7.2,0,154.0,0
Jolivet,44 - Grand Est,899,23.9,124.86,23430.0,8.2,0,899.0,0
Avize,44 - Grand Est,1752,21.3,229.92,25920.0,8.5,0,1752.0,0
Flumet,84 - Auvergne-Rhône-Alpes,808,23.3,47.11,22850.0,11.5,0,808.0,0
Villeneuve-l'Archevêque,27 - Bourgogne-Franche-Comté,1128,27.5,163.72,18080.0,8.7,0,1128.0,0
Hottviller,44 - Grand Est,522,24.7,62.44,22520.0,8.7,0,522.0,0
Saint-Nizier-le-Bouchoux,84 - Auvergne-Rhône-Alpes,651,25.9,23.0,21440.0,7.6,0,651.0,0
Condat-sur-Ganaveix,75 - Nouvelle-Aquitaine,682,26.5,18.18,20470.0,7.9,0,682.0,0
Montgermont,53 - Bretagne,3440,19.3,736.62,25050.0,10.9,0,3440.0,0
Blanzay,75 - Nouvelle-Aquitaine,783,27.6,22.09,19200.0,7.3,0,783.0,0
Les Lèches,75 - Nouvelle-Aquitaine,371,26.7,17.19,20330.0,8.1,0,371.0,0
Génicourt,11 - Île-de-France,523,18.3,81.21,27930.0,15.1,0,523.0,0
Laheycourt,44 - Grand Est,392,25.8,21.78,21810.0,7.5,0,392.0,0
Loreto-di-Casinca,94 - Corse,210,29.5,25.93,15770.0,9.9,0,210.0,0
Puyvert,93 - Provence-Alpes-Côte d'Azur,817,23.1,83.54,23120.0,11.3,0,817.0,0
Proisy,32 - Hauts-de-France,281,27.1,54.04,19970.0,7.7,0,281.0,0
Lorquin,44 - Grand Est,1149,25.0,131.01,21790.0,8.1,0,1149.0,0
Savignac-de-Miremont,75 - Nouvelle-Aquitaine,178,26.4,23.36,20760.0,8.3,0,178.0,0
Boissy-lès-Perche,24 - Centre-Val de Loire,490,24.4,14.56,22650.0,9.5,0,490.0,0
Débats-Rivière-d'Orpra,84 - Auvergne-Rhône-Alpes,157,25.6,46.04,22340.0,7.2,0,157.0,0
Écromagny,27 - Bourgogne-Franche-Comté,157,25.9,23.09,21790.0,7.6,0,157.0,0
Boigny-sur-Bionne,24 - Centre-Val de Loire,2111,20.5,280.35,25520.0,10.7,0,2111.0,0
Saint-Rémy-sur-Durolle,84 - Auvergne-Rhône-Alpes,1747,26.8,96.15,19790.0,6.5,0,1747.0,0
Saint-Martin-lez-Tatinghem,32 - Hauts-de-France,5914,22.1,561.1,20390.0,9.8,0,5914.0,0
Charenton-du-Cher,24 - Centre-Val de Loire,1026,28.0,21.42,18620.0,7.0,0,1026.0,0
Le Dourn,76 - Occitanie,112,28.7,12.02,18320.0,7.1,0,112.0,0
Le Rozel,28 - Normandie,251,24.0,45.47,22990.0,10.1,0,251.0,0
Gouy-en-Artois,32 - Hauts-de-France,328,24.8,32.44,22280.0,9.3,0,328.0,0
Ban-de-Laveline,44 - Grand Est,1205,26.8,45.56,19900.0,7.3,0,1205.0,0
Landerneau,53 - Bretagne,15914,22.0,1206.52,21860.0,9.0,3,3978.5,1
Vertheuil,75 - Nouvelle-Aquitaine,1300,24.7,59.25,21540.0,9.5,0,1300.0,0
Arcizac-Adour,76 - Occitanie,547,24.0,107.25,23270.0,8.8,0,547.0,0
Bosset,75 - Nouvelle-Aquitaine,213,26.9,14.67,19720.0,9.0,0,213.0,0
Triaize,52 - Pays de la Loire,999,25.9,16.99,19990.0,10.0,0,999.0,0
Cenon,75 - Nouvelle-Aquitaine,25292,17.5,4581.88,17480.0,12.6,4,5058.4,3
Palaminy,76 - Occitanie,808,25.2,72.6,21390.0,9.1,0,808.0,0
Noyal-Muzillac,53 - Bretagne,2520,24.8,51.54,21260.0,8.0,0,2520.0,0
Fossemanant,32 - Hauts-de-France,95,23.5,35.19,23790.0,10.1,0,95.0,0
Parnoy-en-Bassigny,44 - Grand Est,293,26.7,7.19,20780.0,7.3,0,293.0,0
Jagny-sous-Bois,11 - Île-de-France,267,16.7,63.88,30040.0,15.6,0,267.0,0
Saint-Léger-du-Bois,27 - Bourgogne-Franche-Comté,533,27.4,25.07,19670.0,7.2,0,533.0,0
Famechon,32 - Hauts-de-France,117,25.2,25.38,21900.0,9.3,0,117.0,0
Estrées-sur-Noye,32 - Hauts-de-France,271,20.5,45.47,27230.0,11.0,0,271.0,0
Le Vernoy,27 - Bourgogne-Franche-Comté,172,24.2,52.12,23490.0,8.6,0,172.0,0
Crugey,27 - Bourgogne-Franche-Comté,173,26.9,27.46,19910.0,8.6,0,173.0,0
Bois-Grenier,32 - Hauts-de-France,1675,18.8,231.03,27480.0,12.2,0,1675.0,0
Langogne,76 - Occitanie,2886,27.4,91.88,19820.0,7.9,2,962.0,0
La Roque-d'Anthéron,93 - Provence-Alpes-Côte d'Azur,5441,21.5,213.46,21220.0,12.0,0,5441.0,0
Val-Mont,27 - Bourgogne-Franche-Comté,259,28.2,13.02,18670.0,7.5,0,259.0,0
Guinarthe-Parenties,75 - Nouvelle-Aquitaine,223,27.7,89.92,19000.0,7.9,0,223.0,0
Saint-Sulpice-de-Ruffec,75 - Nouvelle-Aquitaine,31,41.9,13.03,,8.3,0,31.0,0
Scata,94 - Corse,45,41.3,16.07,,9.9,0,45.0,0
Frontignan,76 - Occitanie,22731,23.2,716.61,20130.0,12.1,4,4546.2,0
Lipsheim,44 - Grand Est,2632,18.4,530.65,26640.0,12.2,0,2632.0,0
Plouguenast-Langast,53 - Bretagne,2468,25.8,44.41,20550.0,6.8,0,2468.0,0
Bougy-lez-Neuville,24 - Centre-Val de Loire,160,22.8,9.56,24880.0,9.8,0,160.0,0
Montjoyer,84 - Auvergne-Rhône-Alpes,283,25.3,15.7,21460.0,9.7,0,283.0,0
Lecumberry,75 - Nouvelle-Aquitaine,173,28.9,2.98,17560.0,8.0,0,173.0,0
Janville-sur-Juine,11 - Île-de-France,1965,17.0,184.16,28850.0,14.1,0,1965.0,0
Saint-Martin-de-Ribérac,75 - Nouvelle-Aquitaine,731,26.9,44.63,19650.0,8.2,0,731.0,0
Sainte-Agathe,84 - Auvergne-Rhône-Alpes,177,28.9,9.67,17490.0,8.1,0,177.0,0
Thil,76 - Occitanie,1161,22.6,49.03,24420.0,9.6,0,1161.0,0
Pépieux,76 - Occitanie,1078,27.5,109.44,18440.0,8.2,0,1078.0,0
Sarrewerden,44 - Grand Est,842,24.9,50.33,21850.0,9.0,0,842.0,0
Saint-Geniez,93 - Provence-Alpes-Côte d'Azur,101,29.4,2.59,16640.0,8.6,0,101.0,0
Nouhant,75 - Nouvelle-Aquitaine,281,28.9,10.91,17950.0,7.0,0,281.0,0
Coquainvilliers,28 - Normandie,852,23.2,71.6,23490.0,10.2,0,852.0,0
Panassac,76 - Occitanie,289,26.6,31.52,20550.0,7.9,0,289.0,0
Pérignac,75 - Nouvelle-Aquitaine,1014,25.7,36.79,21020.0,8.3,0,1014.0,0
Frontenex,84 - Auvergne-Rhône-Alpes,1913,21.8,1118.71,22300.0,10.1,0,1913.0,0
Auvillar,76 - Occitanie,916,26.7,58.72,20090.0,7.5,0,916.0,0
Labarthe,76 - Occitanie,150,26.3,23.22,21220.0,7.6,0,150.0,0
Châtel-Saint-Germain,44 - Grand Est,1894,20.9,147.05,25650.0,10.2,0,1894.0,0
Fontenay-près-Chablis,27 - Bourgogne-Franche-Comté,146,18.4,28.91,32040.0,7.2,0,146.0,0
Aillières-Beauvoir,52 - Pays de la Loire,211,26.1,14.0,21710.0,7.1,0,211.0,0
Le Rousset-Marizy,27 - Bourgogne-Franche-Comté,634,27.3,11.43,19690.0,7.3,0,634.0,0
Aurec-sur-Loire,84 - Auvergne-Rhône-Alpes,6127,22.2,273.04,21590.0,8.0,0,6127.0,0
Crêches-sur-Saône,27 - Bourgogne-Franche-Comté,3037,24.0,325.51,22460.0,8.9,1,1518.5,0
Rosteig,44 - Grand Est,530,25.5,68.92,21070.0,9.3,0,530.0,0
Odratzheim,44 - Grand Est,507,19.5,329.22,27890.0,10.7,0,507.0,0
Saint-Martin-de-Brômes,93 - Provence-Alpes-Côte d'Azur,608,26.6,28.83,19720.0,9.1,0,608.0,0
Berentzwiller,44 - Grand Est,334,15.4,54.93,34100.0,10.8,0,334.0,0
Roncq,32 - Hauts-de-France,13361,18.7,1261.66,23860.0,12.7,2,4453.666666666667,0
Saint-Germain-de-Coulamer,52 - Pays de la Loire,342,28.3,19.3,18880.0,6.6,0,342.0,0
Saint-Léger-des-Aubées,24 - Centre-Val de Loire,263,22.1,19.95,25110.0,11.0,0,263.0,0
Franconville,11 - Île-de-France,37010,7.8,5979.0,22900.0,16.3,3,9252.5,0
Le Donzeil,75 - Nouvelle-Aquitaine,187,27.5,13.81,19880.0,7.0,0,187.0,0
Publier,84 - Auvergne-Rhône-Alpes,7264,15.1,814.35,28750.0,15.0,1,3632.0,0
Reclesne,27 - Bourgogne-Franche-Comté,312,26.4,14.98,20820.0,7.9,0,312.0,0
Missy-sur-Aisne,32 - Hauts-de-France,633,24.4,194.77,22430.0,8.8,0,633.0,0
Pontault-Combault,11 - Île-de-France,37867,13.4,2776.17,23580.0,16.2,4,7573.4,2
Chavelot,44 - Grand Est,1381,24.1,224.19,22710.0,7.8,0,1381.0,0
Etting,44 - Grand Est,737,24.4,104.39,22800.0,8.3,0,737.0,0
Nouilhan,76 - Occitanie,208,26.3,45.92,20860.0,8.1,0,208.0,0
Perpezac-le-Blanc,75 - Nouvelle-Aquitaine,466,25.8,24.0,21490.0,7.9,0,466.0,0
Décines-Charpieu,84 - Auvergne-Rhône-Alpes,28604,18.5,1681.6,20730.0,12.9,3,7151.0,2
Caumont-sur-Durance,93 - Provence-Alpes-Côte d'Azur,4899,20.8,268.73,22940.0,10.9,0,4899.0,0
Évenos,93 - Provence-Alpes-Côte d'Azur,2423,20.9,57.76,23960.0,13.2,0,2423.0,0
Marions,75 - Nouvelle-Aquitaine,215,26.9,13.17,19970.0,8.4,0,215.0,0
Betting,44 - Grand Est,877,23.9,197.08,23110.0,8.4,0,877.0,0
Le Pont-de-Claix,84 - Auvergne-Rhône-Alpes,10605,17.2,1893.75,19370.0,11.4,0,10605.0,1
Saint-Maixme-Hauterive,24 - Centre-Val de Loire,411,23.6,12.86,23380.0,10.2,0,411.0,0
Caromb,93 - Provence-Alpes-Côte d'Azur,3370,23.7,187.43,20880.0,9.8,0,3370.0,0
Beaulieu,84 - Auvergne-Rhône-Alpes,507,27.6,19.91,18500.0,9.0,0,507.0,0
Hombourg-Haut,44 - Grand Est,6272,24.0,512.0,18160.0,8.7,0,6272.0,0
Saint-Germain-du-Seudre,75 - Nouvelle-Aquitaine,427,26.8,26.54,19960.0,8.3,0,427.0,0
Gontaud-de-Nogaret,75 - Nouvelle-Aquitaine,1673,26.6,56.69,19640.0,7.5,0,1673.0,0
Ceyssac,84 - Auvergne-Rhône-Alpes,421,25.8,38.77,21920.0,7.0,0,421.0,0
Cilly,32 - Hauts-de-France,188,27.5,20.22,19350.0,8.0,0,188.0,0
Boisset-et-Gaujac,76 - Occitanie,2549,25.3,179.0,19730.0,9.0,0,2549.0,0
Maillas,75 - Nouvelle-Aquitaine,129,27.2,2.02,19640.0,8.4,0,129.0,0
Rutali,94 - Corse,369,25.7,21.57,19910.0,11.5,0,369.0,0
Mouzens,76 - Occitanie,124,24.0,25.46,23700.0,8.8,0,124.0,0
Essey-lès-Nancy,44 - Grand Est,8825,22.6,1534.78,21500.0,10.9,4,1765.0,1
Saint-Marcel-en-Murat,84 - Auvergne-Rhône-Alpes,123,26.2,7.31,21420.0,7.5,0,123.0,0
Terrasson-Lavilledieu,75 - Nouvelle-Aquitaine,6234,27.7,158.46,18410.0,7.8,2,2078.0,0
Saint-Martin-de-Bossenay,44 - Grand Est,368,25.0,22.63,22670.0,7.8,0,368.0,0
Nonant-le-Pin,28 - Normandie,470,27.3,25.49,19640.0,7.5,0,470.0,0
Thézan-lès-Béziers,76 - Occitanie,3008,25.0,220.37,20830.0,9.9,1,1504.0,0
Damazan,75 - Nouvelle-Aquitaine,1361,26.7,83.14,19120.0,8.6,0,1361.0,0
Armentieux,76 - Occitanie,75,41.9,15.53,,8.1,0,75.0,0
Angliers,75 - Nouvelle-Aquitaine,1096,23.5,102.05,23380.0,9.0,0,1096.0,0
Lubbon,75 - Nouvelle-Aquitaine,95,41.8,1.99,,8.4,0,95.0,0
Annot,93 - Provence-Alpes-Côte d'Azur,1036,26.8,34.77,19230.0,8.8,0,1036.0,0
Saint-Émilion,75 - Nouvelle-Aquitaine,1866,23.4,69.06,23170.0,8.7,0,1866.0,0
Apinac,84 - Auvergne-Rhône-Alpes,411,27.7,26.78,19530.0,6.7,0,411.0,0
Salency,32 - Hauts-de-France,893,24.0,114.63,22530.0,9.6,0,893.0,0
Folkling,44 - Grand Est,1312,23.6,110.53,23360.0,8.4,0,1312.0,0
Sabarat,76 - Occitanie,378,28.3,39.79,18320.0,7.5,0,378.0,0
La Crèche,75 - Nouvelle-Aquitaine,5786,20.9,167.71,23780.0,8.0,0,5786.0,0
Saint-Simon,84 - Auvergne-Rhône-Alpes,1127,25.0,41.33,22110.0,7.7,0,1127.0,0
Gerstheim,44 - Grand Est,3447,20.3,209.93,24680.0,11.1,0,3447.0,0
Château-l'Évêque,75 - Nouvelle-Aquitaine,2159,24.1,60.51,21830.0,9.1,0,2159.0,0
Saint-Tugdual,53 - Bretagne,370,29.0,18.53,17380.0,7.6,0,370.0,0
Heurteauville,28 - Normandie,304,23.2,41.87,24000.0,10.0,0,304.0,0
Argancy,44 - Grand Est,1341,19.6,117.12,27570.0,10.7,0,1341.0,0
Saint-Pierre-du-Mont,75 - Nouvelle-Aquitaine,9625,23.8,366.67,21520.0,9.5,3,2406.25,3
Taillancourt,44 - Grand Est,126,25.8,11.36,21880.0,7.6,0,126.0,0
Vescemont,27 - Bourgogne-Franche-Comté,733,22.8,103.97,24820.0,8.5,0,733.0,0
Arifat,76 - Occitanie,162,28.3,7.99,18740.0,7.1,0,162.0,0
Hendaye,75 - Nouvelle-Aquitaine,16805,18.9,2113.84,20710.0,12.1,2,5601.666666666667,1
Amplepuis,84 - Auvergne-Rhône-Alpes,4929,26.5,128.23,19860.0,6.7,1,2464.5,0
Lagrave,76 - Occitanie,2153,22.7,227.59,23140.0,9.5,0,2153.0,0
Rosnay-l'Hôpital,44 - Grand Est,176,26.0,14.11,21760.0,7.2,0,176.0,0
Orgères-en-Beauce,24 - Centre-Val de Loire,1028,26.5,67.45,19800.0,8.3,0,1028.0,0
Narnhac,84 - Auvergne-Rhône-Alpes,70,42.6,6.8,,6.2,0,70.0,0
Haut Valromey,84 - Auvergne-Rhône-Alpes,643,25.2,5.96,21820.0,8.6,0,643.0,0
Champagnat,75 - Nouvelle-Aquitaine,469,29.1,16.27,17660.0,6.6,0,469.0,0
Le Plessis-Hébert,28 - Normandie,399,21.3,34.02,26050.0,10.9,0,399.0,0
Trémel,53 - Bretagne,409,26.9,34.28,20870.0,6.1,0,409.0,0
Brousses-et-Villaret,76 - Occitanie,344,27.3,30.82,19450.0,8.0,0,344.0,0
Coëtlogon,53 - Bretagne,213,28.6,13.03,18230.0,7.2,0,213.0,0
Agnat,84 - Auvergne-Rhône-Alpes,183,28.2,9.31,18700.0,7.4,0,183.0,0
Levesville-la-Chenard,24 - Centre-Val de Loire,219,24.5,15.77,22010.0,10.7,0,219.0,0
Serres-Sainte-Marie,75 - Nouvelle-Aquitaine,566,22.4,59.64,24630.0,10.4,0,566.0,0
Taulé,53 - Bretagne,2914,24.5,98.88,21420.0,7.5,0,2914.0,0
Le Pailly,44 - Grand Est,280,26.1,38.94,21480.0,7.2,0,280.0,0
Malicornay,24 - Centre-Val de Loire,194,26.7,11.89,20400.0,8.0,0,194.0,0
Camps-Saint-Mathurin-Léobazel,75 - Nouvelle-Aquitaine,228,28.5,6.69,18160.0,7.6,0,228.0,0
Lisle-sur-Tarn,76 - Occitanie,4682,23.8,54.09,20520.0,8.8,0,4682.0,0
Le Cuing,76 - Occitanie,469,26.7,35.94,20290.0,7.7,0,469.0,0
Saint-Genest-de-Beauzon,84 - Auvergne-Rhône-Alpes,326,27.0,61.39,19290.0,9.0,0,326.0,0
Port-d'Envaux,75 - Nouvelle-Aquitaine,1151,25.4,51.04,20960.0,8.8,0,1151.0,0
Rustrel,93 - Provence-Alpes-Côte d'Azur,675,25.9,23.89,20450.0,9.3,0,675.0,0
Pleurtuit,53 - Bretagne,6910,24.7,232.9,21890.0,10.0,3,1727.5,0
Brouchy,32 - Hauts-de-France,504,25.8,62.45,20770.0,9.0,0,504.0,0
Authume,27 - Bourgogne-Franche-Comté,820,23.8,109.04,23470.0,8.3,0,820.0,0
Capavenir Vosges,44 - Grand Est,8748,21.6,308.35,20020.0,8.6,0,8748.0,0
Augerolles,84 - Auvergne-Rhône-Alpes,887,27.1,26.87,19260.0,8.1,0,887.0,0
Salignac-de-Mirambeau,75 - Nouvelle-Aquitaine,164,28.0,21.69,18490.0,8.3,0,164.0,0
Les Mujouls,93 - Provence-Alpes-Côte d'Azur,48,41.5,3.3,,9.2,0,48.0,0
Wassy,44 - Grand Est,2858,26.6,84.51,18700.0,7.4,0,2858.0,0
La Croix-aux-Mines,44 - Grand Est,495,27.6,29.46,19260.0,7.3,0,495.0,0
Ferrières,44 - Grand Est,293,23.2,46.88,24010.0,9.9,0,293.0,0
Nangy,84 - Auvergne-Rhône-Alpes,1578,11.8,362.76,35240.0,14.9,0,1578.0,0
Lurbe-Saint-Christau,75 - Nouvelle-Aquitaine,193,26.9,25.84,19790.0,8.6,0,193.0,0
Saint-Médard,75 - Nouvelle-Aquitaine,206,26.3,18.29,20950.0,7.9,0,206.0,0
Chaligny,44 - Grand Est,2848,22.4,213.81,22640.0,10.3,0,2848.0,0
Bout-du-Pont-de-Larn,76 - Occitanie,1260,25.4,165.14,20960.0,8.1,0,1260.0,0
Lyas,84 - Auvergne-Rhône-Alpes,604,24.3,75.97,23020.0,8.3,0,604.0,0
Volmerange-les-Mines,44 - Grand Est,2229,16.1,172.52,30430.0,12.8,0,2229.0,0
Périgny-la-Rose,44 - Grand Est,144,27.0,20.99,20190.0,7.6,0,144.0,0
Torxé,75 - Nouvelle-Aquitaine,216,25.8,18.9,21510.0,8.1,0,216.0,0
Eywiller,44 - Grand Est,278,25.8,59.28,20930.0,9.0,0,278.0,0
Guyencourt-Saulcourt,32 - Hauts-de-France,140,25.0,28.0,21980.0,9.4,0,140.0,0
Flourens,76 - Occitanie,2009,19.0,206.26,27150.0,11.7,0,2009.0,0
Saint-Quentin-en-Tourmont,32 - Hauts-de-France,283,26.5,8.6,19700.0,9.8,0,283.0,0
Naives-Rosières,44 - Grand Est,794,24.3,49.84,23180.0,7.8,0,794.0,0
Steinbourg,44 - Grand Est,1965,23.1,154.36,22370.0,10.5,0,1965.0,0
Saint-Pierre-de-Chignac,75 - Nouvelle-Aquitaine,876,26.0,55.8,20620.0,8.2,0,876.0,0
Saint-Michel-en-Beaumont,84 - Auvergne-Rhône-Alpes,31,41.9,3.86,,8.1,0,31.0,0
Chabeuil,84 - Auvergne-Rhône-Alpes,6869,19.8,167.25,23330.0,10.2,0,6869.0,0
Gargenville,11 - Île-de-France,7490,16.2,863.9,24040.0,14.5,0,7490.0,0
Sagelat,75 - Nouvelle-Aquitaine,321,27.7,42.4,18420.0,8.9,0,321.0,0
Kerlaz,53 - Bretagne,783,24.6,68.38,22590.0,8.1,0,783.0,0
Montgaillard,76 - Occitanie,370,26.6,24.75,20150.0,8.4,0,370.0,0
Bajonnette,76 - Occitanie,109,27.5,14.57,19200.0,8.3,0,109.0,0
Laville-aux-Bois,44 - Grand Est,214,23.7,15.92,24580.0,7.6,0,214.0,0
Bouray-sur-Juine,11 - Île-de-France,2148,18.2,297.1,26630.0,14.3,0,2148.0,0
Marmande,75 - Nouvelle-Aquitaine,17534,27.9,389.13,18800.0,9.1,7,2191.75,1
Garrebourg,44 - Grand Est,494,25.1,59.23,21700.0,9.0,0,494.0,0
Saint-Aigny,24 - Centre-Val de Loire,280,26.0,18.84,21820.0,6.8,0,280.0,0
Saint-Sernin-du-Bois,27 - Bourgogne-Franche-Comté,1775,23.9,121.0,22680.0,8.1,0,1775.0,0
Persquen,53 - Bretagne,351,28.5,17.59,18010.0,7.6,0,351.0,0
La Porcherie,75 - Nouvelle-Aquitaine,504,28.2,16.08,17910.0,8.4,0,504.0,0
Saint-Georges-de-Mons,84 - Auvergne-Rhône-Alpes,1946,25.7,56.98,20470.0,7.7,0,1946.0,0
Gannat,84 - Auvergne-Rhône-Alpes,5824,27.0,158.05,19430.0,7.7,2,1941.3333333333333,0
Avezac-Prat-Lahitte,76 - Occitanie,606,26.2,34.03,20830.0,7.7,0,606.0,0
Nogentel,32 - Hauts-de-France,1041,22.8,150.22,23890.0,9.6,0,1041.0,0
Montaut,75 - Nouvelle-Aquitaine,127,26.9,7.86,20050.0,8.2,0,127.0,0
Saint-Aulais-la-Chapelle,75 - Nouvelle-Aquitaine,231,26.2,15.57,20800.0,8.4,0,231.0,0
Vacheresse,84 - Auvergne-Rhône-Alpes,860,21.5,27.72,24320.0,13.1,0,860.0,0
Ronquerolles,11 - Île-de-France,870,17.8,183.54,28450.0,14.1,0,870.0,0
Coiffy-le-Bas,44 - Grand Est,89,42.4,7.86,,6.6,0,89.0,0
Athos-Aspis,75 - Nouvelle-Aquitaine,210,26.5,35.59,20610.0,7.9,0,210.0,0
Harbouey,44 - Grand Est,122,27.9,12.03,19040.0,7.5,0,122.0,0
La Roche-Noire,84 - Auvergne-Rhône-Alpes,620,20.7,201.95,27250.0,8.9,0,620.0,0
Arc-sur-Tille,27 - Bourgogne-Franche-Comté,2649,19.8,116.64,26720.0,9.8,0,2649.0,0
Bonnefont,76 - Occitanie,331,26.6,21.54,20170.0,8.4,0,331.0,0
Fonds-Saint-Denis,02 - Martinique,700,28.0,28.83,16370.0,11.7,0,700.0,0
Domfaing,44 - Grand Est,216,27.3,55.38,19580.0,7.7,0,216.0,0
Cremeaux,84 - Auvergne-Rhône-Alpes,901,26.7,27.04,20540.0,6.5,0,901.0,0
Melgven,53 - Bretagne,3396,23.4,66.37,21880.0,8.9,0,3396.0,0
Neunkirchen-lès-Bouzonville,44 - Grand Est,335,21.5,88.16,26240.0,9.7,0,335.0,0
Corn,76 - Occitanie,231,27.3,15.14,20250.0,6.5,0,231.0,0
Villeneuve-lès-Lavaur,76 - Occitanie,144,27.1,23.38,19430.0,8.8,0,144.0,0
Herly,32 - Hauts-de-France,305,27.2,18.71,18990.0,9.2,0,305.0,0
Wickerschwihr,44 - Grand Est,721,20.2,320.44,26690.0,10.7,0,721.0,0
Villedaigne,76 - Occitanie,512,28.7,205.62,16250.0,9.5,0,512.0,0
Saint-Laurent-sur-Gorre,75 - Nouvelle-Aquitaine,1470,27.1,36.82,19410.0,6.8,0,1470.0,0
Saint-Jean-de-Buèges,76 - Occitanie,204,26.7,12.07,19600.0,9.5,0,204.0,0
Espinas,76 - Occitanie,173,29.0,10.71,17220.0,8.1,0,173.0,0
Péronne,27 - Bourgogne-Franche-Comté,661,25.3,62.59,23220.0,8.8,3,165.25,0
Ginestas,76 - Occitanie,1473,26.0,155.05,19980.0,8.1,0,1473.0,0
Gy-en-Sologne,24 - Centre-Val de Loire,498,25.8,13.86,21330.0,8.0,0,498.0,0
Saint-Front,84 - Auvergne-Rhône-Alpes,402,27.3,7.68,19740.0,7.3,0,402.0,0
Saint-Étienne-aux-Clos,75 - Nouvelle-Aquitaine,235,27.3,6.76,20110.0,6.8,0,235.0,0
Vuillecin,27 - Bourgogne-Franche-Comté,648,19.4,45.51,28480.0,10.6,0,648.0,0
Roncey,28 - Normandie,797,27.5,65.6,18950.0,7.5,0,797.0,0
Le Garn,76 - Occitanie,215,26.8,19.89,19630.0,9.1,0,215.0,0
Potelières,76 - Occitanie,368,26.5,56.88,19640.0,9.5,0,368.0,0
Lampertsloch,44 - Grand Est,714,22.0,68.46,25120.0,10.1,0,714.0,0
Nomain,32 - Hauts-de-France,2544,19.7,133.12,25840.0,11.9,0,2544.0,0
Boutigny,11 - Île-de-France,854,17.7,86.44,28890.0,13.9,0,854.0,0
Cherves,75 - Nouvelle-Aquitaine,550,27.7,21.31,19150.0,7.1,0,550.0,0
Turcey,27 - Bourgogne-Franche-Comté,177,23.2,14.22,24560.0,9.0,0,177.0,0
Houvin-Houvigneul,32 - Hauts-de-France,235,27.2,27.14,19350.0,8.5,0,235.0,0
Belberaud,76 - Occitanie,1504,19.1,201.34,27650.0,11.1,0,1504.0,0
L'Isle-sur-le-Doubs,27 - Bourgogne-Franche-Comté,2931,25.2,274.7,19460.0,8.6,0,2931.0,0
Montigny-sur-Canne,27 - Bourgogne-Franche-Comté,153,29.4,5.04,16940.0,7.6,0,153.0,0
Amancey,27 - Bourgogne-Franche-Comté,703,24.5,51.02,22880.0,7.9,0,703.0,0
Peigney,44 - Grand Est,379,24.3,46.11,23940.0,6.8,0,379.0,0
Saint-Pierre-de-Rivière,76 - Occitanie,666,23.9,283.4,22750.0,8.8,0,666.0,0
Meunet-sur-Vatan,24 - Centre-Val de Loire,196,26.0,15.72,21260.0,8.0,0,196.0,0
Saint-Amarin,44 - Grand Est,2241,24.0,193.02,21610.0,8.9,0,2241.0,0
Saint-Hilaire-du-Bois,75 - Nouvelle-Aquitaine,320,24.9,42.78,22440.0,8.3,0,320.0,0
Saint-Martin-du-Lac,27 - Bourgogne-Franche-Comté,242,26.4,17.24,21570.0,6.2,0,242.0,0
Les Billanges,75 - Nouvelle-Aquitaine,285,27.9,12.61,18740.0,7.8,0,285.0,0
Linselles,32 - Hauts-de-France,8329,19.6,711.27,23570.0,12.6,1,4164.5,0
Ligré,24 - Centre-Val de Loire,1061,25.3,38.3,21710.0,7.6,0,1061.0,0
Léran,76 - Occitanie,602,28.1,50.5,18250.0,7.6,0,602.0,0
Ugny-le-Gay,32 - Hauts-de-France,185,25.0,31.36,22180.0,8.8,0,185.0,0
Beylongue,75 - Nouvelle-Aquitaine,360,25.8,9.6,21170.0,8.5,0,360.0,0
Beuvillers,44 - Grand Est,429,18.8,72.1,29810.0,9.7,0,429.0,0
Orschwiller,44 - Grand Est,590,20.9,93.35,26620.0,10.1,0,590.0,0
Beyries,75 - Nouvelle-Aquitaine,128,25.0,29.84,22370.0,8.5,0,128.0,0
Saulzais-le-Potier,24 - Centre-Val de Loire,494,28.1,15.26,18700.0,7.0,0,494.0,0
Prey,28 - Normandie,950,22.1,117.43,24290.0,10.9,0,950.0,0
Tulette,84 - Auvergne-Rhône-Alpes,2003,25.1,85.13,20240.0,9.5,0,2003.0,0
