site_id,siret,enseigne,raison_sociale,groupe,adresse,code_postal,code_insee,commune_rpps,secteur,n_praticiens,n_salaries,n_titulaires,nom_site,retail,type,code_insee_geo,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,nb_audioprothesistes_2026,lat,lon,dist_audio_km,apl,n_sites_commune,concurrents_10km,concurrents_20km,concurrents_30km,dist_concurrent_km,bande_concurrence,bande10,strate,poids
R10100000687608,31808311002744,,AMPLIFON FRANCE,Amplifon,20 Avenue JACQUES DOUZANS,31600,31395,Muret,Appareillage médical,3,3,0,AMPLIFON FRANCE,True,enseigne nationale,31395,Muret,76 - Occitanie,26079.0,21.08,25050.0,13.0,43.4472250955414,1.302949617834395,0.0,94.92883138956915,9,18.0,63.0,158.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000687103,30889577007859,AUDIKA,SOGECA,Audika,23 Cours FORBIN,13120,13041,Gardanne,Appareillage médical,2,2,0,AUDIKA,True,enseigne nationale,13041,Gardanne,93 - Provence-Alpes-Côte d'Azur,21597.0,19.7,25340.0,9.0,43.45311999999999,5.478149736842105,0.0,114.8774848937108,8,20.0,232.0,268.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000710991,79770035800014,,AB3,Indépendant / autre,47 Rue NATIONALE,85110,85051,Chantonnay,Appareillage médical,2,1,1,AB3,True,indépendant,85051,Chantonnay,52 - Pays de la Loire,8557.0,22.64,24630.0,2.0,46.66861044198896,-1.046616850828729,0.0,48.566180735258136,1,0.0,1.0,31.0,15.5,10+,0,0 | indépendant,1.0
R10100000693683,42372755100032,,AUDITION PLUS L M,Indépendant / autre,LE PETIT ETANG,51120,51535,Sézanne,Appareillage médical,2,1,1,AUDITION PLUS L M,True,indépendant,51535,Sézanne,44 - Grand Est,4576.0,29.7,24370.0,2.0,48.72332906666667,3.724871466666667,0.0,39.86682287563191,1,0.0,1.0,8.0,18.8,3-9,0,0 | indépendant,1.0
R10100000696907,48297260100017,,AUDITION MAURICE FRERES,Indépendant / autre,8 B Allee J P CARL,67120,67300,Molsheim,Appareillage médical,4,4,0,AUDITION MAURICE FRERES,True,indépendant,67300,Molsheim,44 - Grand Est,9318.0,21.89,26460.0,6.0,48.5457047826087,7.499720652173914,0.0,81.17863029091747,3,5.0,71.0,94.0,0.0,10+,3-9,3-9 | indépendant,3.77511961722488
R10100000697684,45079152000585,,AUDILAB PAYS DE LA LOIRE,Audilab,1 Cheminement DE LA TOSCANE,44470,44026,Carquefou,Appareillage médical,2,2,0,AUDILAB PAYS DE LA LOIRE,True,enseigne nationale,44026,Carquefou,52 - Pays de la Loire,20921.0,17.23,30820.0,3.0,47.30409123595506,-1.4786021348314609,0.0,90.43715823266582,2,40.0,78.0,100.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000787718,93296561900020,,AURILYS,Indépendant / autre,110 Rue du Maréchal Foch,59120,59360,Loos,Appareillage médical,2,0,2,AURILYS,True,indépendant,59360,Loos,32 - Hauts-de-France,22567.0,12.89,21930.0,8.0,50.60919911111112,3.020533555555556,0.0,107.84791034933086,5,63.0,163.0,226.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000766644,93524296600015,,STLS AUDITION,Indépendant / autre,37 Place DE LA REPUBLIQUE,76710,76452,Montville,Appareillage médical,1,1,0,STLS AUDITION,True,indépendant,76452,Montville,28 - Normandie,4625.0,23.0,25900.0,1.0,49.549142933333336,1.076204,0.0,75.52870357850043,1,19.0,57.0,74.0,5.4,10+,10+,10+ | indépendant,3.7745901639344264
R10100000716352,89184720400023,SARL FRANCOIS AUDITION,SARL FRANCOIS AUDITION,Indépendant / autre,21 B Rue CENTRALE,50340,50402,Les Pieux,Appareillage médical,2,1,1,SARL FRANCOIS AUDITION,True,indépendant,50402,Les Pieux,28 - Normandie,3249.0,17.63,27970.0,2.0,49.51205722222223,-1.813238055555556,0.0,48.92902471521942,1,0.0,13.0,17.0,12.2,10+,0,0 | indépendant,1.0
R10100000698046,48217910800071,OPTICAL CENTER,BULE OPTIQUE,Optical Center,Impasse DU CLOS DU LOUP,31180,31462,Rouffiac-Tolosan,Appareillage médical,2,1,1,OPTICAL CENTER,True,enseigne nationale,31462,Rouffiac-Tolosan,76 - Occitanie,2363.0,23.16,36610.0,3.0,43.663942500000005,1.5271325,0.0,105.06619762317112,2,24.0,128.0,166.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000695412,42322891504266,AUDITION SANTE,SONOVA AUDIOLOGICAL CARE FRANCE SAS,Audition Santé (Sonova),21 Place DE L'EGLISE,56270,56162,Ploemeur,Appareillage médical,2,2,0,AUDITION SANTE,True,enseigne nationale,56162,Ploemeur,53 - Bretagne,18872.0,33.16,30420.0,6.0,47.72903162393163,-3.444162051282051,0.0,81.79770051284945,4,23.0,37.0,44.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000710032,79464670300015,,"""""LA LUNETTERIE DE MOUY""""",Indépendant / autre,19 Place CANTREL,60250,60439,Mouy,Appareillage médical,1,1,0,"""""LA LUNETTERIE DE MOUY""""",True,indépendant,60439,Mouy,32 - Hauts-de-France,5319.0,18.3,23600.0,1.0,49.317650000000015,2.300765098039216,0.0,53.85388088286523,1,0.0,30.0,66.0,10.3,10+,0,0 | indépendant,1.0
R10100000712937,81969718600024,ALAIN AFFLELOU ACOUSTICIEN,FX MORIN AUDITION,Alain Afflelou Acousticien,Avenue DU ROUSSILLON,63170,63014,Aubière,Appareillage médical,1,0,1,ALAIN AFFLELOU ACOUSTICIEN,True,enseigne nationale,63014,Aubière,84 - Auvergne-Rhône-Alpes,10459.0,20.67,27500.0,6.0,45.75119390243903,3.123566097560975,0.0,91.38619700805933,3,35.0,46.0,57.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000779694,31808311012107,AMPLIFON,AMPLIFON FRANCE,Amplifon,3 Rue du Cimetière,39270,39397,Orgelet,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,39397,Orgelet,27 - Bourgogne-Franche-Comté,1554.0,31.77,25930.0,1.0,46.50338923728814,5.631441779661017,0.0,69.52693073948002,1,0.0,9.0,22.0,19.9,10+,0,0 | enseigne nationale,1.0
R10100000701660,50225835300023,OPTICAL CENTER,DUB'OPTI'MONDE,Optical Center,Rue DES COUTURES,50180,50002,Agneaux,Appareillage médical,1,1,0,OPTICAL CENTER,True,enseigne nationale,50002,Agneaux,28 - Normandie,4286.0,28.89,27630.0,1.0,49.11651822222223,-1.126934888888889,0.0,47.21020064270154,1,5.0,5.0,15.0,3.2,10+,3-9,3-9 | enseigne nationale,3.772
R10100000687942,31808311008493,,AMPLIFON FRANCE,Amplifon,19 Place LEDRU-ROLLIN,72400,72132,La Ferté-Bernard,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,72132,La Ferté-Bernard,52 - Pays de la Loire,8740.0,30.45,23720.0,7.0,48.18575721518988,0.6382529113924051,0.0,54.31616205618728,5,4.0,9.0,12.0,0.0,10+,3-9,3-9 | enseigne nationale,3.772
R10100000720721,95078022100046,ALAIN AFFLELOU ACOUSTICIEN,PYL AUDITION,Alain Afflelou Acousticien,2 Rue ALFRED NOBEL,85600,85146,Montaigu-Vendée,Appareillage médical,1,0,1,ALAIN AFFLELOU ACOUSTICIEN,True,enseigne nationale,85146,Montaigu-Vendée,52 - Pays de la Loire,21134.0,17.45,27250.0,5.0,46.97544323529412,-1.3124073529411766,0.0,41.2936499407792,4,3.0,8.0,41.0,0.0,10+,3-9,3-9 | enseigne nationale,3.772
R10100000718671,90966658800019,AUDITION BRUYEROISE,SAS AB,Indépendant / autre,44 Rue ABEL FERRY,88600,88078,Bruyères,Appareillage médical,1,1,0,AUDITION BRUYEROISE,True,indépendant,88078,Bruyères,44 - Grand Est,2923.0,31.48,21280.0,2.0,48.21232828947368,6.715856578947368,0.0,87.91197710003753,2,1.0,19.0,36.0,0.0,10+,1-2,1-2 | indépendant,1.0
R10100000713365,82424360400025,,AUDITION CHAREYRON,Indépendant / autre,12 Rue FELICIEN BOCON DE LA MERLIERE,26330,26083,Châteauneuf-de-Galaure,Appareillage médical,1,0,1,AUDITION CHAREYRON,True,indépendant,26083,Châteauneuf-de-Galaure,84 - Auvergne-Rhône-Alpes,1804.0,28.94,23620.0,1.0,45.23488569230769,4.959302307692306,0.0,60.10808664611115,1,1.0,14.0,48.0,5.9,10+,1-2,1-2 | indépendant,1.0
R10000004111293,41119600900152,,LABORATOIRE DE CORRECTION AUDITIVE D'AVIGNON,Indépendant / autre,CHE SAINT ROCH,84200,84031,Carpentras,Appareillage médical,1,1,0,LABORATOIRE DE CORRECTION AUDITIVE D'AVIGNON,True,indépendant,84031,Carpentras,93 - Provence-Alpes-Côte d'Azur,31619.0,24.07,20730.0,14.0,44.06322709302325,5.065772093023255,0.0,70.6897636212542,10,11.0,30.0,82.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000697748,45202840000011,,INTENDO,Indépendant / autre,7 Avenue AUGUSTE WICKY,68100,68224,Mulhouse,Appareillage médical,1,1,0,INTENDO,True,indépendant,68224,Mulhouse,44 - Grand Est,104978.0,16.69,18680.0,16.0,47.74979597402597,7.325651038961039,0.0,78.68379549991718,11,23.0,37.0,44.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000721008,91991994400018,LUMY AUDIITION,LUMY AUDITION,Indépendant / autre,7 Avenue ERIC TABARLY,56880,56164,Ploeren,Appareillage médical,1,0,1,LUMY AUDIITION,True,indépendant,56164,Ploeren,53 - Bretagne,6790.0,20.84,29350.0,1.0,47.65864388888889,-2.8456791666666668,0.0,112.96016322909236,1,27.0,51.0,63.0,3.5,10+,10+,10+ | indépendant,3.7745901639344264
R10100000719936,91155512600018,VIVASON,IMOK'AUDITION,VivaSon,22 Boulevard AMIRAL COURBET,30000,30189,Nîmes,Appareillage médical,1,0,1,VIVASON,True,enseigne nationale,30189,Nîmes,76 - Occitanie,151839.0,21.52,20830.0,30.0,43.84411891891892,4.352968378378379,0.0,77.98368458188743,22,25.0,36.0,72.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000689814,34003980900066,,SARL AUDITION GUTLEBEN,Indépendant / autre,Rue POINCARE,68700,68063,Cernay,Appareillage médical,3,2,1,SARL AUDITION GUTLEBEN,True,indépendant,68063,Cernay,44 - Grand Est,12057.0,20.5,25440.0,6.0,47.7957101754386,7.178275087719298,0.0,59.06392753860031,3,7.0,33.0,42.0,0.0,10+,3-9,3-9 | indépendant,3.77511961722488
R10100000708573,77571667301012,ECOUTER VOIR - AUDITION USSEL,VYV3 COEUR D'AQUITAINE- MUTUALITE FRANCAISE COEUR D'AQUITAINE SSAM,Écouter Voir / mutualiste,4 Place TREICH LAPLENE,19200,19275,Ussel,Appareillage médical,1,1,0,ECOUTER VOIR - AUDITION USSEL,True,mutualiste,19275,Ussel,75 - Nouvelle-Aquitaine,9187.0,26.81,23860.0,1.0,45.551884566474,2.299235953757225,0.0,18.79451212192849,1,0.0,0.0,2.0,22.9,1-2,0,0 | mutualiste,1.0
R10100000773471,92761861100010,,LEVSON,Indépendant / autre,13 Place DE VENETIE,75013,75113,Paris 13e  Arrondissement,Appareillage médical,1,0,1,LEVSON,True,indépendant,75056,Paris,,181271.0,18.72,,32.0,48.85022,2.36163,0.0,,24,621.0,1063.0,1248.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10000004105028,84018040000037,,MK OPTIQUE,Indépendant / autre,1 RUE DU CAPITAINE GUYNEMER,92270,92009,Bois-Colombes,Appareillage médical,1,0,1,MK OPTIQUE,True,indépendant,92009,Bois-Colombes,11 - Île-de-France,28909.0,13.8,37240.0,3.0,48.91446454545455,2.266011363636364,0.0,119.94574803637276,3,588.0,976.0,1232.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000695031,42006305900356,AUDITION CONSEIL,AUDITION CONSEIL LABS,Audition Conseil,4 Avenue PASTEUR,06670,06126,Saint-Martin-du-Var,Appareillage médical,2,1,1,AUDITION CONSEIL,True,enseigne nationale,06126,Saint-Martin-du-Var,93 - Provence-Alpes-Côte d'Azur,3431.0,18.84,27330.0,2.0,43.81827333333334,7.201696666666667,0.0,47.83615278082801,1,1.0,71.0,109.0,4.5,10+,1-2,1-2 | enseigne nationale,1.0
R10100000709471,77576184401948,ECOUTER VOIR - OPTIQUE & AUDITION MUTUALISTES,OXANCE,Écouter Voir / mutualiste,70 Avenue JEAN JAURES,69007,69387,Lyon 7e  Arrondissement,Appareillage médical,1,1,0,ECOUTER VOIR - OPTIQUE & AUDITION MUTUALISTES,True,mutualiste,69123,Lyon,,88326.0,11.31,,14.0,45.76332,4.82758,0.0,,11,173.0,241.0,294.0,0.0,10+,10+,10+ | mutualiste,3.779220779220779
R10100000696275,42322891502294,,SONOVA AUDIOLOGICAL CARE FRANCE SAS,Audition Santé (Sonova),4 Place DU GENERAL DE GAULLE,91410,91200,Dourdan,Appareillage médical,2,2,0,SONOVA AUDIOLOGICAL CARE FRANCE SAS,True,enseigne nationale,91200,Dourdan,11 - Île-de-France,11415.0,17.51,26380.0,5.0,48.53487533980583,1.9890693203883487,0.0,45.70755486235587,3,2.0,27.0,95.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000765949,90468562500025,,AUDISION 5 AV,Indépendant / autre,202 Boulevard DE LA LIBERATION,13004,13204,Marseille 4e  Arrondissement,Appareillage médical,1,1,0,AUDISION 5 AV,True,indépendant,13055,Marseille,,49363.0,19.7,,14.0,43.28705,5.38647,0.0,,12,141.0,198.0,269.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000813911,94520714000035,AUDICLAIR,AUDICLAIR BG,Indépendant / autre,1420 Avenue de Lyon,01960,01289,Péronnas,Appareillage médical,1,0,1,AUDICLAIR,True,indépendant,01289,Péronnas,84 - Auvergne-Rhône-Alpes,6444.0,27.44,27120.0,1.0,46.17032999999999,5.215006486486486,0.0,89.8044890808771,1,12.0,17.0,29.0,4.7,10+,10+,10+ | indépendant,3.7745901639344264
R10100000687204,30889577005465,AUDIKA,SOGECA,Audika,71 Rue DE BEZONS,92400,92026,Courbevoie,Appareillage médical,1,1,0,AUDIKA,True,enseigne nationale,92026,Courbevoie,11 - Île-de-France,82902.0,14.86,36140.0,8.0,48.89994870967741,2.258867096774193,0.0,119.65995758080776,8,601.0,978.0,1231.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000695559,44130515800210,AUDILAB,AUDILAB VAL DE FRANCE,Audilab,29 Rue DU CHANGE,41100,41269,Vendôme,Appareillage médical,2,2,0,AUDILAB,True,enseigne nationale,41269,Vendôme,24 - Centre-Val de Loire,15758.0,30.98,23820.0,9.0,47.79838811320754,1.0654224528301888,0.0,63.76073289911803,6,5.0,6.0,10.0,0.0,10+,3-9,3-9 | enseigne nationale,3.772
R10100000687513,31808311001589,,AMPLIFON FRANCE,Amplifon,29 Rue DE MAUREPAS,92500,92063,Rueil-Malmaison,Appareillage médical,2,2,0,AMPLIFON FRANCE,True,enseigne nationale,92063,Rueil-Malmaison,11 - Île-de-France,82874.0,16.49,37730.0,16.0,48.867440196078434,2.175909607843137,0.0,111.81719865987196,11,217.0,896.0,1193.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000743570,98216742100022,,BG AUDIO,Indépendant / autre,262 Rue DE L'AUVENT,16430,16078,Champniers,Appareillage médical,1,0,1,BG AUDIO,True,indépendant,16078,,75 - Nouvelle-Aquitaine,5281.0,25.84,28310.0,4.0,45.71873761904762,0.1964127619047619,0.0,76.19558188679702,4,14.0,19.0,23.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000815630,98870127200011,VS AUDIO,VS 95,Indépendant / autre,90 Rue de Paris,95270,95652,Viarmes,Appareillage médical,1,0,1,VS AUDIO,True,indépendant,95652,Viarmes,11 - Île-de-France,5558.0,19.91,30950.0,1.0,49.12401346153846,2.381921346153846,0.0,69.31450069192137,1,13.0,137.0,470.0,3.7,10+,10+,10+ | indépendant,3.7745901639344264
R10100000718473,97982541100031,KRYS AUDITION,L'OUIE DE L'ESTUAIRE,Krys Audition,Route DE SAINT RAPHAEL,33480,33104,Castelnau-de-Médoc,Appareillage médical,1,0,1,KRYS AUDITION,True,enseigne nationale,33104,Castelnau-de-Médoc,75 - Nouvelle-Aquitaine,4907.0,18.64,26250.0,3.0,45.01192225,-0.8104045,0.0,75.36846916931599,2,2.0,27.0,123.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000697514,44464531100085,,AMELLIS MUTUELLES RSS,Indépendant / autre,970 Route BLANCHE,39220,39470,Les Rousses,Appareillage médical,2,2,0,AMELLIS MUTUELLES RSS,True,indépendant,39470,Les Rousses,27 - Bourgogne-Franche-Comté,3740.0,13.91,42320.0,3.0,46.49004898734178,6.0659139240506335,0.0,72.93945080373503,2,2.0,12.0,18.0,0.0,10+,1-2,1-2 | indépendant,1.0
R10100000695445,42322891504605,AUDITION SANTE,SONOVA AUDIOLOGICAL CARE FRANCE SAS,Audition Santé (Sonova),Place DE SUS AUZE,84110,84137,Vaison-la-Romaine,Appareillage médical,1,1,0,AUDITION SANTE,True,enseigne nationale,84137,Vaison-la-Romaine,93 - Provence-Alpes-Côte d'Azur,6058.0,35.99,23780.0,3.0,44.243437692307694,5.0597109890109895,0.0,46.67779949389596,2,2.0,6.0,38.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000696332,42322891504852,AUDITION SANTE,SONOVA AUDIOLOGICAL CARE FRANCE SAS,Audition Santé (Sonova),13 Rue DE GENEVE,39150,39487,Saint-Laurent-en-Grandvaux,Appareillage médical,1,1,0,AUDITION SANTE,True,enseigne nationale,39487,Saint-Laurent-en-Grandvaux,27 - Bourgogne-Franche-Comté,1815.0,24.41,30060.0,1.0,46.5731506779661,5.954977796610169,0.0,91.60057768014526,1,1.0,12.0,18.0,7.2,10+,1-2,1-2 | enseigne nationale,1.0
R10100000699201,48827708800016,,AUDIO'MEDIC,Indépendant / autre,13 Rue JOLIOT CURIE,82600,82190,Verdun-sur-Garonne,Appareillage médical,1,0,1,AUDIO'MEDIC,True,indépendant,82190,Verdun-sur-Garonne,76 - Occitanie,4961.0,19.98,25390.0,3.0,43.84789619047618,1.2188280952380954,0.0,68.89423136273915,2,2.0,17.0,73.0,0.0,10+,1-2,1-2 | indépendant,1.0
R10100000736524,91797914800025,,AC-PAPAZIAN,Indépendant / autre,19 Boulevard JACQUES CHAPOU,46800,46201,Montcuq-en-Quercy-Blanc,Appareillage médical,1,1,0,AC-PAPAZIAN,True,indépendant,46201,Montcuq-en-Quercy-Blanc,76 - Occitanie,1816.0,39.32,22560.0,1.0,44.34249994764398,1.1727759685863874,0.0,77.31441671540345,1,1.0,4.0,24.0,9.3,10+,1-2,1-2 | indépendant,1.0
R10100000822803,93035574800037,JENAC OPTIQUE,SAS JENAC OPTIQUE,Indépendant / autre,20 Route de Poitiers,86360,86163,Montamisé,Appareillage médical,1,0,1,JENAC OPTIQUE,True,indépendant,86163,Montamisé,75 - Nouvelle-Aquitaine,3723.0,21.29,30120.0,1.0,46.62769977528089,0.4368321348314606,0.0,91.494553524545,1,24.0,29.0,40.0,5.7,10+,10+,10+ | indépendant,3.7745901639344264
R10100000686659,30889577003155,AUDIKA,SOGECA,Audika,21 Boulevard GEORGES CLEMENCEAU,66000,66136,Perpignan,Appareillage médical,1,1,0,AUDIKA,True,enseigne nationale,66136,Perpignan,76 - Occitanie,121616.0,22.42,19110.0,30.0,42.69836662650602,2.8964743373493977,0.0,98.15510326464432,26,50.0,64.0,83.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000697289,48759934200010,,AUDITION 91,Indépendant / autre,4 Rue PAUL HUGO,91150,91223,Étampes,Appareillage médical,2,1,1,AUDITION 91,True,indépendant,91223,Étampes,11 - Île-de-France,26857.0,13.86,22760.0,7.0,48.42245980392156,2.1382024836601308,0.0,46.32007088709351,5,6.0,13.0,51.0,0.0,10+,3-9,3-9 | indépendant,3.77511961722488
R10000004111223,52780745700025,,SOLUTION AUDITION,Indépendant / autre,83 BD DU REDON,13009,13209,Marseille 9e  Arrondissement,Appareillage médical,1,0,1,SOLUTION AUDITION,True,indépendant,13055,Marseille,,77406.0,23.7,,15.0,43.28705,5.38647,0.0,,12,141.0,198.0,269.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000719354,97916494400022,BENOIT AUDITION,AUDIOPROTHESE NIECE,Benoit Audition,6 Rue D'ARDRE,51170,51250,Fismes,Appareillage médical,1,1,0,BENOIT AUDITION,True,enseigne nationale,51250,Fismes,44 - Grand Est,5850.0,22.48,22820.0,2.0,49.3063621875,3.68248796875,0.0,53.28598978432139,2,2.0,2.0,42.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000704920,52127754100087,AUDITION CONFORT,AUDITION DU ROCHER,Indépendant / autre,185 Boulevard DE LA LIBERATION,83490,83086,Le Muy,Appareillage médical,2,1,1,AUDITION CONFORT,True,indépendant,83086,Le Muy,93 - Provence-Alpes-Côte d'Azur,10118.0,23.98,23840.0,2.0,43.47814867088608,6.581167025316455,0.0,89.80383733022418,1,9.0,47.0,70.0,7.5,10+,3-9,3-9 | indépendant,3.77511961722488
R10100000687549,31808311002009,,AMPLIFON FRANCE,Amplifon,30 Rue ARISTIDE BRIAND,38110,38509,La Tour-du-Pin,Appareillage médical,1,1,0,AMPLIFON FRANCE,True,enseigne nationale,38509,La Tour-du-Pin,84 - Auvergne-Rhône-Alpes,8111.0,21.34,22300.0,5.0,45.5732796969697,5.447003333333333,0.0,71.71170140055222,2,1.0,26.0,58.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000698640,45214802600035,LABELSON,ETS O.P.,Indépendant / autre,3 Rue DE BILLERE,64300,64430,Orthez,Appareillage médical,2,1,1,LABELSON,True,indépendant,64430,Orthez,75 - Nouvelle-Aquitaine,10881.0,30.73,24680.0,10.0,43.49135022222222,-0.7797931851851853,0.0,76.4434715669643,5,4.0,11.0,19.0,0.0,10+,3-9,3-9 | indépendant,3.77511961722488
R10100000708746,77561553700179,CENTRE OPTIQUE,MUTUALITE FRANCAISE LORRAINE,Écouter Voir / mutualiste,20 Place DUROC,54700,54431,Pont-à-Mousson,Appareillage médical,1,1,0,CENTRE OPTIQUE,True,mutualiste,54431,Pont-à-Mousson,44 - Grand Est,14190.0,19.95,24250.0,6.0,48.92390804878049,6.057656463414634,0.0,64.54488958357061,6,6.0,16.0,84.0,0.0,10+,3-9,3-9 | mutualiste,3.8
R10100000739169,42322891505198,AUDITION SANTE,SONOVA AUDIOLOGICAL CARE FRANCE SAS,Audition Santé (Sonova),CAMP LLARG,66130,66088,Ille-sur-Têt,Appareillage médical,1,1,0,AUDITION SANTE,True,enseigne nationale,66088,Ille-sur-Têt,76 - Occitanie,5556.0,28.08,21940.0,2.0,42.67215989010988,2.6245692307692305,0.0,54.09973398118902,2,2.0,12.0,65.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000718578,90435372900034,,AUDITION AM,Indépendant / autre,4 Avenue GRASSIN,10700,10006,Arcis-sur-Aube,Appareillage médical,1,1,0,AUDITION AM,True,indépendant,10006,Arcis-sur-Aube,44 - Grand Est,2785.0,28.41,23230.0,3.0,48.53485212121212,4.141654242424243,0.0,52.75592824672984,2,1.0,1.0,32.0,0.0,10+,1-2,1-2 | indépendant,1.0
R10100000697126,48195023600077,ALAIN AFFLELOU ACOUSTICIEN,AUDIO REUNION,Alain Afflelou Acousticien,221 Avenue DE LA REPUBLIQUE,97440,97409,Saint-André,Appareillage médical,1,0,1,ALAIN AFFLELOU ACOUSTICIEN,True,enseigne nationale,97409,Saint-André,04 - La Réunion,58885.0,10.76,17030.0,6.0,-20.963777947019867,55.63236509933775,0.0,40.16637546903124,3,3.0,13.0,15.0,0.0,10+,3-9,3-9 | enseigne nationale,3.772
R10100000691241,38030173900054,TISSOT AUDITION,INSTITUT DE L AUDITION DU PAS DE CALAIS,Indépendant / autre,12 Rue D'HESDIN,62130,62767,Saint-Pol-sur-Ternoise,Appareillage médical,1,1,0,TISSOT AUDITION,True,indépendant,62767,Saint-Pol-sur-Ternoise,32 - Hauts-de-France,4677.0,25.2,20400.0,3.0,50.38937175675676,2.351273783783784,0.0,41.431852473664826,3,2.0,13.0,40.0,0.0,10+,1-2,1-2 | indépendant,1.0
R10100000718363,95201735800021,,CANTAL AUDITION,Indépendant / autre,Rue HENRI POURRAT,15200,15120,Mauriac,Appareillage médical,1,0,1,CANTAL AUDITION,True,indépendant,15120,Mauriac,84 - Auvergne-Rhône-Alpes,3449.0,34.12,23880.0,2.0,45.21982426356589,2.3142368992248064,0.0,30.48588862593061,2,1.0,1.0,4.0,0.0,3-9,1-2,1-2 | indépendant,1.0
R10100000686812,30889577005101,AUDIKA,SOGECA,Audika,Route DE RETOURNAC,43200,43268,Yssingeaux,Appareillage médical,1,1,0,AUDIKA,True,enseigne nationale,43268,Yssingeaux,84 - Auvergne-Rhône-Alpes,7415.0,24.26,25890.0,3.0,45.14089708133972,4.128422727272727,0.0,56.71228878727188,3,2.0,11.0,24.0,0.0,10+,1-2,1-2 | enseigne nationale,1.0
R10100000789232,49348177400062,AUDIOPROS,AUDIOPROS,Indépendant / autre,127 Place de la Libération,69620,69024,Val d'Oingt,Appareillage médical,1,0,1,AUDIOPROS,True,indépendant,69024,Val d'Oingt,84 - Auvergne-Rhône-Alpes,4117.0,24.22,30040.0,3.0,45.93535104651163,4.574552906976743,0.0,66.95368550501058,2,1.0,39.0,185.0,0.0,10+,1-2,1-2 | indépendant,1.0
R10100000712305,82055495400017,,DECIBEL LUNETTES,Indépendant / autre,7 Rue GUEPIN,44000,44109,Nantes,Appareillage médical,2,2,0,DECIBEL LUNETTES,True,indépendant,44109,Nantes,52 - Pays de la Loire,327734.0,14.34,26720.0,43.0,47.23668196078432,-1.5452984967320262,0.0,91.2339931296382,31,65.0,80.0,98.0,0.0,10+,10+,10+ | indépendant,3.7745901639344264
R10100000688730,31808311011125,AMPLIFON,AMPLIFON FRANCE,Amplifon,603 B LE SAUVAY,73200,73011,Albertville,Appareillage médical,2,2,0,AMPLIFON,True,enseigne nationale,73011,Albertville,84 - Auvergne-Rhône-Alpes,19978.0,22.38,23690.0,9.0,45.67135661538462,6.406609846153845,0.0,62.11665532765417,6,5.0,10.0,17.0,0.0,10+,3-9,3-9 | enseigne nationale,3.772
R10100000694035,44154303000205,AUDITION MARC BOULET,ECLEAR,Audition Marc Boulet,19 Route DE PROVINS CTRE. MED. DE,77144,77307,Montévrain,Appareillage médical,1,1,0,AUDITION MARC BOULET,True,enseigne nationale,77307,Montévrain,11 - Île-de-France,15687.0,6.14,30410.0,3.0,48.86408818181818,2.7537239393939394,0.0,63.24612400366647,2,21.0,141.0,749.0,0.0,10+,10+,10+ | enseigne nationale,3.7737909516380657
R10100000712591,83093333900046,,LE PARVIS DE L'AUDITION,Indépendant / autre,34 Rue EMILE ZOLA,80450,80164,Camon,Appareillage médical,1,0,1,LE PARVIS DE L'AUDITION,True,indépendant,80164,Camon,32 - Hauts-de-France,4359.0,25.8,26860.0,1.0,49.90029418181819,2.362528909090909,0.0,95.38782895681108,1,25.0,31.0,42.0,3.1,10+,10+,10+ | indépendant,3.7745901639344264
