site_id,siret,enseigne,raison_sociale,groupe,adresse,code_postal,code_insee,commune_rpps,secteur,n_praticiens,n_salaries,n_titulaires,nom_site,retail,type,code_insee_geo,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,nb_audioprothesistes_2026,lat,lon,dist_audio_km,apl,n_sites_commune,concurrents_10km,concurrents_20km,concurrents_30km,dist_concurrent_km,bande_concurrence,alternatives_10km,memes_enseigne_10km,alternatives_20km,memes_enseigne_20km,bande_alt10,nb_audio_2022_commune,entrant_commune
R10000004106207,40373270400032,AUDIKA,ELSTAR,Audika,12 AV MOZART,75016,75116,Paris 16e  Arrondissement,Appareillage médical,1,0,1,AUDIKA,True,enseigne nationale,75056,Paris,,159386.0,22.48,,32.0,48.85022,2.36163,0.0,,24,621.0,1063.0,1248.0,0.0,10+,415,44,672,72,10+,,False
R10000004106226,98093145500011,,BONDON*HUGO/,Indépendant / autre,5 BD MARIUS RICHARD,13012,13212,Marseille 12e  Arrondissement,Appareillage médical,1,0,1,BONDON*HUGO/,True,indépendant,13055,Marseille,,64399.0,24.75,,11.0,43.28705,5.38647,0.0,,10,141.0,198.0,269.0,0.0,10+,103,0,131,0,10+,,False
R10000004106240,97935756300035,TECHNICS AUDITION,TECHNICS AUDITION,Indépendant / autre,290 AV ROBESPIERRE,83130,83062,La Garde,Appareillage médical,1,1,0,TECHNICS AUDITION,True,indépendant,83062,,93 - Provence-Alpes-Côte d'Azur,26476.0,25.39,26430.0,7.0,43.12383583333334,6.011648666666667,0.0,77.40838407946451,5,38.0,74.0,98.0,0.0,10+,25,0,39,0,10+,,False
R10000004106249,97830732000025,ATOL AUDITION,JEM AUDITION,Atol,465 RTE DE CARPENTRAS,84800,84054,L'Isle-sur-la-Sorgue,Appareillage médical,1,1,0,ATOL AUDITION,True,enseigne nationale,84054,L'Isle-sur-la-Sorgue,93 - Provence-Alpes-Côte d'Azur,20244.0,26.01,25550.0,6.0,43.91634322580646,5.058015698924732,0.0,85.15387057368636,6,16.0,60.0,77.0,0.0,10+,14,1,40,1,10+,2.0,False
R10000004106259,98383574500016,,MXM AUDITION,Indépendant / autre,25 PL DE LA REPUBLIQUE,31150,31091,Bruguières,Appareillage médical,1,1,0,MXM AUDITION,True,indépendant,31091,Bruguières,76 - Occitanie,6202.0,18.33,28080.0,2.0,43.72817790322579,1.408509032258065,0.0,100.64219095548638,2,16.0,119.0,167.0,0.0,10+,16,0,87,0,10+,0.0,True
R10000004106416,45404245800017,,ESPACE D'AIDES AUDITIVES,Indépendant / autre,7 RUE DU CDT GUILBAUD,75016,75116,Paris 16e  Arrondissement,Appareillage médical,1,0,1,ESPACE D'AIDES AUDITIVES,True,indépendant,75056,Paris,,159386.0,22.48,,32.0,48.85022,2.36163,0.0,,24,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106427,49011097000020,LEANA OPTIC,LEANAOPTIC,Indépendant / autre,70 RUE JEAN JAURES,93130,93053,Noisy-le-Sec,Appareillage médical,1,1,0,LEANA OPTIC,True,indépendant,93053,Noisy-le-Sec,11 - Île-de-France,45510.0,12.05,20600.0,11.0,48.88973514285715,2.4579217142857144,0.0,112.44926008995236,8,552.0,966.0,1199.0,0.0,10+,361,0,628,0,10+,2.0,False
R10000004106500,91145514500019,SAINT CYR OPTIQUE,TAMAR,Indépendant / autre,22 BD GOUVION ST CYR,75017,75117,Paris 17e  Arrondissement,Appareillage médical,1,0,1,SAINT CYR OPTIQUE,True,indépendant,75056,Paris,,159212.0,15.85,,40.0,48.85022,2.36163,0.0,,31,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106574,80469001400019,,AUDITION LAURA.B.,Indépendant / autre,89 AV DES TERNES,75017,75117,Paris 17e  Arrondissement,Appareillage médical,1,0,1,AUDITION LAURA.B.,True,indépendant,75056,Paris,,159212.0,15.85,,40.0,48.85022,2.36163,0.0,,31,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106593,83469520700011,OPTIQUE 86,ARI OPTIQUE,Indépendant / autre,113 AV PAUL VAILLANT-COUTURIER,94400,94081,Vitry-sur-Seine,Appareillage médical,2,0,2,OPTIQUE 86,True,indépendant,94081,Vitry-sur-Seine,11 - Île-de-France,93963.0,14.01,21660.0,14.0,48.78943314814814,2.389078148148148,0.0,118.3722991687532,10,543.0,980.0,1231.0,0.0,10+,347,0,609,0,10+,4.0,False
R10000004106648,79346809100046,,OR'AUDITION,Indépendant / autre,17 RUE DU GENERAL LECLERC,92130,92040,Issy-les-Moulineaux,Appareillage médical,1,1,0,OR'AUDITION,True,indépendant,92040,Issy-les-Moulineaux,11 - Île-de-France,67669.0,14.23,37740.0,10.0,48.823242500000006,2.2630809375,0.0,120.92559492686796,10,563.0,999.0,1249.0,0.0,10+,357,0,645,0,10+,6.0,False
R10000004106660,88230126000015,,MANI AUDITION,Indépendant / autre,125 RUE DU FBG ST ANTOINE,75011,75111,Paris 11e  Arrondissement,Appareillage médical,1,0,1,MANI AUDITION,True,indépendant,75056,Paris,,138170.0,16.37,,28.0,48.85022,2.36163,0.0,,20,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106684,88969193700037,,JOHN AUDITION,Indépendant / autre,21 B AV JEAN JAURES,92140,92023,Clamart,Appareillage médical,2,1,1,JOHN AUDITION,True,indépendant,92023,Clamart,11 - Île-de-France,58576.0,16.35,34400.0,10.0,48.79611549019608,2.2533266666666667,0.0,116.61877191222987,8,548.0,958.0,1228.0,0.0,10+,343,0,608,0,10+,6.0,False
R10000004106707,75324772500017,OPTIQUE MEDICALE JAURES,FED'OPTIC,Indépendant / autre,113 AV JEAN JAURES,75019,75119,Paris 19e  Arrondissement,Appareillage médical,1,0,1,OPTIQUE MEDICALE JAURES,True,indépendant,75056,Paris,,178691.0,16.14,,38.0,48.85022,2.36163,0.0,,32,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106735,88791745800010,,GROUPE IDEAL AUDITION,Idéal Audition,4 BD VOLTAIRE,75011,75111,Paris 11e  Arrondissement,Appareillage médical,1,0,1,GROUPE IDEAL AUDITION,True,enseigne nationale,75056,Paris,,138170.0,16.37,,28.0,48.85022,2.36163,0.0,,20,621.0,1063.0,1248.0,0.0,10+,415,8,672,12,10+,,False
R10000004106767,91920232500016,,MERE ET FILLE AUDITION,Indépendant / autre,26 R PARIS FORET,77760,77001,Achères-la-Forêt,Appareillage médical,1,0,1,MERE ET FILLE AUDITION,True,indépendant,77001,Achères-la-Forêt,11 - Île-de-France,1191.0,19.35,34840.0,1.0,48.34819644444445,2.5617884444444448,0.0,52.42353434931268,1,2.0,18.0,55.0,9.6,10+,2,0,14,0,1-2,0.0,True
R10000004106772,90967558900032,,CENTRE HARMONIE AUDITION,Écouter Voir / mutualiste,71 AV DE LA VICTOIRE,77100,77284,Meaux,Appareillage médical,1,0,1,CENTRE HARMONIE AUDITION,True,mutualiste,77284,Meaux,11 - Île-de-France,56905.0,13.79,22410.0,12.0,48.956575833333325,2.8954023333333327,0.0,45.59105739589933,11,12.0,43.0,143.0,0.0,10+,12,0,36,0,10+,6.0,False
R10000004106781,45081225000055,,DB AUDITION,Indépendant / autre,4 RUE OBERKAMPF,78350,78322,Jouy-en-Josas,Appareillage médical,1,0,1,DB AUDITION,True,indépendant,78322,Jouy-en-Josas,11 - Île-de-France,7981.0,15.13,40770.0,1.0,48.7628985,2.1603621666666664,0.0,99.7925257649544,1,98.0,754.0,1138.0,3.5,10+,69,0,473,0,10+,0.0,True
R10000004106794,75341171900044,,VESO OPTIK,Indépendant / autre,ALL DES MOISSONS,94260,94034,Fresnes,Appareillage médical,1,0,1,VESO OPTIK,True,indépendant,94034,Fresnes,11 - Île-de-France,29528.0,11.59,26570.0,3.0,48.75655379310344,2.326922068965517,0.0,111.3908778840188,2,180.0,911.0,1211.0,0.0,10+,114,0,573,0,10+,3.0,False
R10000004106803,98395491800014,PRO AUDITION,PRO AUDITION,Indépendant / autre,49 RUE DE NANTES,75019,75119,Paris 19e  Arrondissement,Appareillage médical,1,1,0,PRO AUDITION,True,indépendant,75056,Paris,,178691.0,16.14,,38.0,48.85022,2.36163,0.0,,32,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106806,98477756500016,,OUI DIRE,Indépendant / autre,21 BD DE LA LIBERATION,94300,94080,Vincennes,Appareillage médical,1,0,1,OUI DIRE,True,indépendant,94080,Vincennes,11 - Île-de-France,48193.0,16.14,40120.0,15.0,48.84774652173913,2.43883695652174,0.0,116.19720720503878,11,566.0,999.0,1204.0,0.0,10+,365,0,639,0,10+,8.0,False
R10000004106820,98081990800016,,NETTER AUDITION,Indépendant / autre,59 AV DU DOCTEUR ARNOLD NETTER,75012,75112,Paris 12e  Arrondissement,Appareillage médical,1,0,1,NETTER AUDITION,True,indépendant,75056,Paris,,138024.0,18.3,,36.0,48.85022,2.36163,0.0,,25,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10000004106825,97863874000016,,MEDAUDIO,Indépendant / autre,18 PRO JEAN ROSTAND,93000,93008,Bobigny,Appareillage médical,1,0,1,MEDAUDIO,True,indépendant,93008,Bobigny,11 - Île-de-France,56927.0,11.74,18050.0,4.0,48.90982921052631,2.4410555263157896,0.0,109.98330264086415,4,530.0,978.0,1192.0,0.0,10+,355,0,638,0,10+,3.0,False
R10000004106882,44130515800046,,AUDILAB VAL DE FRANCE,Audilab,2198 RTE NATIONALE 20,45770,45302,Saran,Appareillage médical,2,1,1,AUDILAB VAL DE FRANCE,True,enseigne nationale,45302,Saran,24 - Centre-Val de Loire,17316.0,19.44,24840.0,5.0,47.95024392156862,1.877997058823529,0.0,75.80062990449687,4,25.0,38.0,49.0,0.0,10+,21,3,29,4,10+,3.0,False
R10000004107095,98043595200026,,GEMINI LAMBERSART,Indépendant / autre,187 AV DE DUNKERQUE-LILLE,59000,59350,Lille,Appareillage médical,1,0,1,GEMINI LAMBERSART,True,indépendant,59350,Lille,32 - Hauts-de-France,238246.0,11.01,22470.0,29.0,50.634252296296296,3.0509726666666666,0.0,103.82089959505416,21,85.0,150.0,207.0,0.0,10+,53,0,102,0,10+,14.0,False
R10000004107105,90943098500012,,BEAUVAIS AUDITION,Indépendant / autre,28 AV SALVADOR ALLENDE,60000,60057,Beauvais,Appareillage médical,1,0,1,BEAUVAIS AUDITION,True,indépendant,60057,Beauvais,32 - Hauts-de-France,55550.0,17.63,21400.0,19.0,49.43918181818182,2.0863878181818185,0.0,76.69971855560878,15,14.0,14.0,36.0,0.0,10+,14,0,14,0,10+,9.0,False
R10000004107114,48959047100012,LEONARD AUDITION,LEONARD AUDITION,Indépendant / autre,15 RUE VICTOR HUGO,55100,55545,Verdun,Appareillage médical,1,0,1,LEONARD AUDITION,True,indépendant,55545,Verdun,44 - Grand Est,16890.0,25.72,23020.0,7.0,49.14694925233644,5.362923644859814,0.0,69.4490135788089,5,5.0,5.0,5.0,0.0,3-9,5,0,5,0,3-9,3.0,False
R10000004107190,80365568700017,,LES GRANDS OPTICIENS NANCY-TOMBLAINE,Indépendant / autre,68 BD JEAN JAURES,54510,54526,Tomblaine,Appareillage médical,1,1,0,LES GRANDS OPTICIENS NANCY-TOMBLAINE,True,indépendant,54526,Tomblaine,44 - Grand Est,9117.0,17.06,24270.0,1.0,48.68722543478261,6.221951304347828,0.0,107.32459046329264,1,42.0,50.0,77.0,2.4,10+,24,0,28,0,10+,1.0,False
R10000004107217,80120728300020,,AUDITION A2M,Indépendant / autre,1 RUE JEAN JAURES,54230,54397,Neuves-Maisons,Appareillage médical,2,1,1,AUDITION A2M,True,indépendant,54397,Neuves-Maisons,44 - Grand Est,6524.0,22.1,24920.0,3.0,48.6158858974359,6.107951538461539,0.0,100.79324929247537,2,34.0,59.0,67.0,0.0,10+,22,0,33,0,10+,2.0,False
R10000004107221,52958904600018,ENTENDRE,AUDITION CLOUANGE,Entendre,45 RUE CLEMENCEAU,57185,57143,Clouange,Appareillage médical,1,1,0,ENTENDRE,True,enseigne nationale,57143,Clouange,44 - Grand Est,3824.0,23.15,23890.0,3.0,49.26281035714286,6.087961428571428,0.0,70.63422947542148,3,21.0,55.0,62.0,0.0,10+,11,2,24,2,10+,2.0,False
R10000004107222,91957946600013,ENTENDRE,AUDITION TALANGE,Entendre,79 RUE DE METZ,57525,57663,Talange,Appareillage médical,1,1,0,ENTENDRE,True,enseigne nationale,57663,Talange,44 - Grand Est,8120.0,19.66,23740.0,4.0,49.233719534883726,6.170141162790697,0.0,68.95783463612045,2,11.0,56.0,66.0,0.0,10+,9,1,25,2,3-9,2.0,False
R10000004107250,95311262000018,WE AUDITION,WE AUDITION NANTES BEAULIEU,Indépendant / autre,6 RUE DOCTEUR ZAMENHOF,44200,44109,Nantes,Appareillage médical,1,1,0,WE AUDITION,True,indépendant,44109,Nantes,52 - Pays de la Loire,327734.0,14.34,26720.0,43.0,47.23668196078432,-1.5452984967320262,0.0,91.2339931296382,31,65.0,80.0,98.0,0.0,10+,33,0,40,0,10+,28.0,False
R10000004107264,95182548800020,MAINE AUDITION,MAINE AUDITION,Indépendant / autre,3 RUE CARL LINNE,49000,49007,Angers,Appareillage médical,2,1,1,MAINE AUDITION,True,indépendant,49007,Angers,52 - Pays de la Loire,159022.0,17.81,23930.0,32.0,47.47656444444444,-0.5614741025641026,0.0,93.47666303825164,31,50.0,56.0,62.0,0.0,10+,36,0,41,0,10+,30.0,False
R10000004107266,50527381300020,,PRESQU'ILE AUDITION,Indépendant / autre,3 PL DU DOME,56130,56195,La Roche-Bernard,Appareillage médical,2,1,1,PRESQU'ILE AUDITION,True,indépendant,56195,La Roche-Bernard,53 - Bretagne,746.0,29.92,24860.0,3.0,47.519149166666665,-2.3018916666666667,0.0,80.36298156543795,2,4.0,15.0,62.0,0.0,10+,4,0,14,0,3-9,1.0,False
R10000004107284,83917280600037,,TALMONT AUDITION,Indépendant / autre,24 B RUE NATIONALE,85440,85288,Talmont-Saint-Hilaire,Appareillage médical,1,0,1,TALMONT AUDITION,True,indépendant,85288,Talmont-Saint-Hilaire,52 - Pays de la Loire,8492.0,34.72,27910.0,6.0,46.46824479166667,-1.623689375,0.0,71.03308847751151,4,3.0,23.0,42.0,0.0,10+,3,0,17,0,3-9,0.0,True
R10000004107311,88133156500039,,AUDYSS,Indépendant / autre,102 RTE GRANDCHAMP DES FONTAINES,44240,44035,La Chapelle-sur-Erdre,Appareillage médical,1,1,0,AUDYSS,True,indépendant,44035,La Chapelle-sur-Erdre,52 - Pays de la Loire,20690.0,19.51,31490.0,3.0,47.302302717391306,-1.5605765217391308,0.0,96.44828838463788,3,48.0,83.0,101.0,0.0,10+,26,0,42,0,10+,2.0,False
R10000004107319,84774963700025,KRYS,CAP OPTIQUE AUDIO 2,Krys Audition,37 RUE DE L'UNION,22100,22050,Dinan,Appareillage médical,1,1,0,KRYS,True,enseigne nationale,22050,Dinan,53 - Bretagne,14764.0,31.39,26470.0,8.0,48.44806770833333,-2.0495964583333333,0.0,76.81438262961677,9,10.0,20.0,45.0,0.0,10+,10,1,16,1,10+,6.0,False
R10000004107349,44022019200031,ENTENDRE,AUNIS AUDITION,Entendre,CENTRE INTERMARCHE,17550,17140,Dolus-d'Oléron,Appareillage médical,3,2,1,ENTENDRE,True,enseigne nationale,17140,Dolus-d'Oléron,75 - Nouvelle-Aquitaine,3199.0,35.15,25850.0,3.0,45.91316779069768,-1.256118488372093,0.0,56.1701192281222,1,1.0,6.0,40.0,4.1,10+,1,0,5,0,1-2,1.0,False
R10000004107354,98353253200014,,MAUDIO,Indépendant / autre,1 BD GAL LECLERC,56100,56121,Lorient,Appareillage médical,1,0,1,MAUDIO,True,indépendant,56121,Lorient,53 - Bretagne,58329.0,22.79,23810.0,19.0,47.751646176470594,-3.379137794117647,0.0,90.31145467747814,14,32.0,40.0,46.0,0.0,10+,22,0,24,0,10+,11.0,False
R10000004107359,97810762100010,,AUDIA GROUP,Indépendant / autre,8 RUE ALAIN GERBAULT,35590,35131,L'Hermitage,Appareillage médical,1,1,0,AUDIA GROUP,True,indépendant,35131,L'Hermitage,53 - Bretagne,4730.0,19.89,27040.0,1.0,48.12436830188679,-1.815162830188679,0.0,132.23513739488274,1,45.0,88.0,103.0,3.7,10+,30,0,47,0,10+,0.0,True
R10000004107365,83322739000014,,JLOV AUDIOLOGIE,Indépendant / autre,RTE DE SAINT MALO,35760,35278,Saint-Grégoire,Appareillage médical,1,1,0,JLOV AUDIOLOGIE,True,indépendant,35278,Saint-Grégoire,53 - Bretagne,9957.0,19.65,35030.0,8.0,48.15823157142857,-1.6799221428571431,0.0,139.53375486940143,5,59.0,90.0,108.0,0.0,10+,33,0,49,0,10+,3.0,False
R10000004107446,75163303300145,KRYS AUDITION  LE MONDE DE L'AUDIT,LE MONDE DE L AUDITION,Krys Audition,57 AV GEORGES POMPIDOU,33500,33243,Libourne,Appareillage médical,1,1,0,KRYS AUDITION  LE MONDE DE L'AUDIT,True,enseigne nationale,33243,Libourne,75 - Nouvelle-Aquitaine,25036.0,23.6,23480.0,16.0,44.91567119565217,-0.2360658695652174,0.0,84.4047171531542,11,11.0,38.0,120.0,0.0,10+,11,0,28,1,10+,10.0,False
R10000004107530,81740665500032,ATOUT POINT DE VUE,AUDITION LAFARGUE,Indépendant / autre,606 AV NICOLAS BREMONTIER,40160,40217,Parentis-en-Born,Appareillage médical,1,0,1,ATOUT POINT DE VUE,True,indépendant,40217,Parentis-en-Born,75 - Nouvelle-Aquitaine,7586.0,24.39,26360.0,2.0,44.33900386363637,-1.064691818181818,0.0,93.54978415888756,2,1.0,11.0,18.0,0.0,10+,1,0,8,0,1-2,1.0,False
R10000004107531,89203499200016,GENERALE SOLUTIONS,SAS GENERALE SOLUTIONS,Indépendant / autre,15 AV DE LA POTERIE,33170,33192,Gradignan,Appareillage médical,1,1,0,GENERALE SOLUTIONS,True,indépendant,33192,Gradignan,75 - Nouvelle-Aquitaine,26952.0,22.36,29230.0,9.0,44.767890892857146,-0.6160742857142857,0.0,105.6718065071958,6,47.0,133.0,159.0,0.0,10+,33,0,79,0,10+,7.0,False
R10000004107552,75409508100024,,CAPOPTIC,Indépendant / autre,1 B AV JEAN MONNET,31390,31107,Carbonne,Appareillage médical,1,0,1,CAPOPTIC,True,indépendant,31107,Carbonne,76 - Occitanie,5563.0,23.92,25160.0,5.0,43.29517923809525,1.2285146666666669,0.0,63.1138981928812,2,1.0,16.0,41.0,0.0,10+,1,0,15,0,1-2,0.0,True
R10000004107566,31808311011240,AMPLIFON,AMPLIFON FRANCE,Amplifon,16 PL DE LA REPUBLIQUE,33540,33506,Sauveterre-de-Guyenne,Appareillage médical,1,1,0,AMPLIFON,True,enseigne nationale,33506,Sauveterre-de-Guyenne,75 - Nouvelle-Aquitaine,1885.0,27.2,20550.0,2.0,44.6995096,-0.0760114,0.0,75.88194892741964,2,1.0,8.0,52.0,0.0,10+,1,0,7,1,1-2,1.0,False
R10000004107572,98407500200019,,DB AUDITION,Indépendant / autre,126 AV ROBERT DE JOLY,30620,30333,Uchaud,Appareillage médical,1,0,1,DB AUDITION,True,indépendant,30333,Uchaud,76 - Occitanie,4879.0,18.42,23810.0,1.0,43.75783596153845,4.2673334615384615,0.0,81.38223246301824,1,7.0,58.0,85.0,1.7,10+,6,0,34,0,3-9,0.0,True
R10000004107614,98439401500015,ACUITIS,MAVA OPTIQUE,Acuitis,2130 AV DU LANGUEDOC,66000,66136,Perpignan,Appareillage médical,1,0,1,ACUITIS,True,enseigne nationale,66136,Perpignan,76 - Occitanie,121616.0,22.42,19110.0,30.0,42.69836662650602,2.8964743373493977,0.0,98.15510326464432,26,50.0,64.0,83.0,0.0,10+,35,0,43,0,10+,17.0,False
R10000004107615,82438043000028,,AUDITION EXPERT II,Indépendant / autre,12 B BD DU CANIGOU,66240,66172,Saint-Estève,Appareillage médical,1,1,0,AUDITION EXPERT II,True,indépendant,66172,Saint-Estève,76 - Occitanie,11630.0,30.95,24790.0,3.0,42.715162954545455,2.8471893181818184,0.0,96.43995619556767,2,47.0,65.0,82.0,0.0,10+,33,0,43,0,10+,2.0,False
R10000004107619,97807785700016,,LCA AUDE,Indépendant / autre,4 CRS DOCTEUR JOSEPH RAYNAUD,11230,11091,Chalabre,Appareillage médical,1,1,0,LCA AUDE,True,indépendant,11091,Chalabre,76 - Occitanie,1084.0,38.94,20410.0,1.0,42.98370865168539,2.0177221348314607,0.0,55.55445595712899,1,0.0,11.0,11.0,12.4,10+,0,0,9,0,0,0.0,True
R10000004107656,68378023300030,R.ETJ.TONDEUR,ETS R ET J TONDEUR,Indépendant / autre,953 RUE NATIONALE,69400,69264,Villefranche-sur-Saône,Appareillage médical,1,1,0,R.ETJ.TONDEUR,True,indépendant,69264,Villefranche-sur-Saône,84 - Auvergne-Rhône-Alpes,36172.0,19.85,22150.0,15.0,45.986480666666665,4.720839777777777,0.0,82.2058820936545,10,16.0,45.0,209.0,0.0,10+,15,0,31,0,10+,7.0,False
R10000004107671,92113722000015,,AUDITION DU GRESIVAUDAN,Indépendant / autre,6 ALL DES DAUPHINS,38330,38397,Saint-Ismier,Appareillage médical,1,0,1,AUDITION DU GRESIVAUDAN,True,indépendant,38397,Saint-Ismier,84 - Auvergne-Rhône-Alpes,7165.0,27.15,39850.0,2.0,45.25036075757576,5.82971803030303,0.0,91.21661200794011,2,17.0,55.0,81.0,0.0,10+,14,0,35,0,10+,1.0,False
R10000004107686,81797292000018,,AUDITION FUTURE,Indépendant / autre,209 PL PERTEMPS,01220,01143,Divonne-les-Bains,Appareillage médical,1,1,0,AUDITION FUTURE,True,indépendant,01143,Divonne-les-Bains,84 - Auvergne-Rhône-Alpes,10464.0,17.3,52680.0,5.0,46.37776974358975,6.10970858974359,0.0,104.18927382389164,5,4.0,17.0,46.0,0.0,10+,4,0,13,0,3-9,3.0,False
R10000004107688,40028729800089,,CENTRE PIQUET AUDITION,Indépendant / autre,18 RUE CENTRALE,69970,69270,Chaponnay,Appareillage médical,1,1,0,CENTRE PIQUET AUDITION,True,indépendant,69270,Chaponnay,84 - Auvergne-Rhône-Alpes,4548.0,20.38,34900.0,2.0,45.62447808510637,4.95248744680851,0.0,101.407743194886,3,18.0,193.0,281.0,0.0,10+,15,0,110,0,10+,1.0,False
R10000004107726,38464486000031,CENTRE REGIONAL DE SURDITE,CENTRE REGIONAL DE SURDITE,Indépendant / autre,32 PL DE LA REPUBLIQUE,63500,63178,Issoire,Appareillage médical,1,0,1,CENTRE REGIONAL DE SURDITE,True,indépendant,63178,Issoire,84 - Auvergne-Rhône-Alpes,15115.0,25.11,24480.0,9.0,45.54174,3.2418504054054056,0.0,67.3371768737926,6,6.0,11.0,49.0,0.0,10+,6,0,9,0,3-9,8.0,False
R10000004107790,83975273000052,,BARTHEZ AUDITION,Indépendant / autre,511 AV CHARLES DE GAULLE,01300,01034,Belley,Appareillage médical,2,0,2,BARTHEZ AUDITION,True,indépendant,01034,Belley,84 - Auvergne-Rhône-Alpes,9388.0,26.3,24270.0,5.0,45.74920264367816,5.687095632183908,0.0,64.60770801627197,4,3.0,19.0,51.0,0.0,10+,3,0,16,0,3-9,2.0,False
R10000004107806,97757221300014,,AUDITION VIENNOISE,Indépendant / autre,30 AV GAL LECLERC,38200,38544,Vienne,Appareillage médical,1,0,1,AUDITION VIENNOISE,True,indépendant,38544,Vienne,84 - Auvergne-Rhône-Alpes,31778.0,20.34,23840.0,7.0,45.52197710280374,4.878819345794391,0.0,72.91980456677727,7,11.0,46.0,228.0,0.0,10+,11,0,37,0,10+,5.0,False
R10000004107812,50738468300045,,FPNP,Indépendant / autre,37 GRANDE RUE,01340,01266,Montrevel-en-Bresse,Appareillage médical,1,1,0,FPNP,True,indépendant,01266,Montrevel-en-Bresse,84 - Auvergne-Rhône-Alpes,2743.0,31.33,25010.0,2.0,46.32408446153847,5.112553692307692,0.0,85.97635167692108,2,3.0,20.0,40.0,0.0,10+,3,0,17,0,3-9,1.0,False
R10000004107813,92242306600039,KRYS AUDITION,BEAUETCO,Krys Audition,1387 RTE DE BEAUREPAIRE,38270,38363,Saint-Barthélemy,Appareillage médical,1,0,1,KRYS AUDITION,True,enseigne nationale,38363,Saint-Barthélemy,84 - Auvergne-Rhône-Alpes,923.0,21.74,23660.0,1.0,45.34396892857144,5.080327142857143,0.0,41.16141222837539,1,2.0,9.0,36.0,2.9,10+,2,0,8,1,1-2,0.0,True
R10000004107846,35209813100571,,MUTUALITE FRANCAISE PACA SSAM,Écouter Voir / mutualiste,PLAN DE CAMPAGNE,13480,13019,Cabriès,Appareillage médical,1,1,0,MUTUALITE FRANCAISE PACA SSAM,True,mutualiste,13019,Cabriès,93 - Provence-Alpes-Côte d'Azur,10240.0,20.28,37450.0,3.0,43.45193283950618,5.349882469135802,0.0,123.0905488496896,3,40.0,227.0,284.0,0.0,10+,24,1,143,2,10+,0.0,True
R10000004107864,80285698900024,CARRE AUDITION,CARRE AUDITION,Indépendant / autre,25 PARC DROMEL,13009,13209,Marseille 9e  Arrondissement,Appareillage médical,2,2,0,CARRE AUDITION,True,indépendant,13055,Marseille,,77406.0,23.7,,15.0,43.28705,5.38647,0.0,,12,141.0,198.0,269.0,0.0,10+,103,0,131,0,10+,,False
R10000004107921,75069858100030,OPTIMA AUDITION,OPTIMA AUDITION S.A.S.,Indépendant / autre,RUE DES MUGUETS,38070,38449,Saint-Quentin-Fallavier,Appareillage médical,1,0,1,OPTIMA AUDITION,True,indépendant,38449,Saint-Quentin-Fallavier,84 - Auvergne-Rhône-Alpes,6189.0,17.26,25290.0,1.0,45.638467195121954,5.108595243902439,0.0,99.90317736716707,1,14.0,78.0,252.0,3.2,10+,10,0,44,0,10+,1.0,False
R10000004107928,87979022800040,AUDITION CONFORT,GALLAND METZINGER,Indépendant / autre,278 CHEMIN DE LA CONDAMINE,83550,83148,Vidauban,Appareillage médical,1,1,0,AUDITION CONFORT,True,indépendant,83148,Vidauban,93 - Provence-Alpes-Côte d'Azur,12608.0,20.46,24130.0,4.0,43.40345537190083,6.456325619834711,0.0,84.21915133113981,4,6.0,36.0,56.0,0.0,10+,6,0,25,0,3-9,1.0,False
