rpps_structure_id,code_insee,code_insee_geo,commune,region,retail,type5,brand,owner_on_site,practitioners_topcoded_4,concurrents_10km,concurrents_20km,concurrents_30km,alternatives_10km,dist_concurrent_km,n_sites_commune,pop_10km,pop65_10km,demand65_per_site,apl_v21,entrant_commune,strate,poids,web_ok,prix_affiche,grille_tarifs,sante100,classe2,essai_gratuit,bilan_gratuit,rdv_en_ligne,devis,garantie_suivi
R10000004114943,93055,93055,Pantin,11 - Île-de-France,True,unbranded independent,,0,1,567.0,996.0,1212.0,380.0,0.0,10,3629570,529384.4223,932.0148279929576,121.27542285293258,False,,,,,,,,,,,,
R10000004115112,95585,95585,Sarcelles,11 - Île-de-France,True,unbranded independent,,1,1,126.0,765.0,1156.0,103.0,0.0,12,1134637,145631.0882,1146.7014818897635,101.86890014952246,False,,,,,,,,,,,,
R10000004115215,94068,94068,Saint-Maur-des-Fossés,11 - Île-de-France,True,unbranded independent,,0,1,174.0,879.0,1182.0,116.0,0.0,11,2225976,346462.7197999999,1979.7869702857136,109.21315827205215,False,10+ | indépendant,3.7745901639344255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004115227,94044,94044,Limeil-Brévannes,11 - Île-de-France,True,unbranded independent,,0,1,119.0,772.0,1134.0,79.0,0.0,2,1123200,175147.4559,1459.5621325,100.2704566089711,False,,,,,,,,,,,,
R10000004115266,92032,92032,Fontenay-aux-Roses,11 - Île-de-France,True,unbranded independent,,1,1,505.0,959.0,1233.0,323.0,0.0,2,2454399,422778.8319,835.5312883399209,116.63871157622174,False,,,,,,,,,,,,
R10000004115271,78646,78646,Versailles,11 - Île-de-France,True,optician-hosted,Acuitis,0,1,107.0,763.0,1157.0,72.0,0.0,15,890985,151673.29630000002,1404.3823731481482,101.18170135036928,False,,,,,,,,,,,,
R10000004115273,78126,78126,La Celle-Saint-Cloud,11 - Île-de-France,True,unbranded independent,,0,1,164.0,834.0,1173.0,106.0,2.0,1,1448056,249929.63830000005,1514.7250806060608,106.03779379601418,True,,,,,,,,,,,,
R10000004115274,95582,95582,Sannois,11 - Île-de-France,True,unbranded independent,,1,1,217.0,860.0,1155.0,175.0,0.0,6,1848044,257226.4618,1179.9378981651375,106.56363022593662,False,,,,,,,,,,,,
R10000004115279,94080,94080,Vincennes,11 - Île-de-France,True,unbranded independent,,1,1,566.0,999.0,1204.0,365.0,0.0,11,3593195,552089.6587999999,973.703101940035,122.5505983487298,False,,,,,,,,,,,,
R10000004115292,92036,92036,Gennevilliers,11 - Île-de-France,True,unbranded independent,,1,1,233.0,969.0,1217.0,188.0,0.0,10,3005447,437265.5844000001,1868.656343589744,120.95807509312382,False,,,,,,,,,,,,
R10000004115294,92014,92014,Bourg-la-Reine,11 - Île-de-France,True,unbranded independent,,0,2,515.0,967.0,1237.0,329.0,0.0,4,2717506,462503.3608,896.3243426356589,118.39291184131724,False,,,,,,,,,,,,
R10000004115303,95539,95539,Saint-Brice-sous-Forêt,11 - Île-de-France,True,unbranded independent,,0,1,140.0,803.0,1149.0,116.0,0.0,4,1202547,157884.2735,1119.746620567376,104.41662658590518,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
R10000004115306,78551,78551,Saint-Germain-en-Laye,11 - Île-de-France,True,unbranded independent,,1,2,93.0,421.0,1055.0,65.0,0.0,9,868876,133237.5331,1417.420564893617,92.17653709289274,False,,,,,,,,,,,,
R10000004115311,75112,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,25,4550351,715814.5987000001,1150.8273290996783,125.14951319675446,False,,,,,,,,,,,,
R10000004115312,92078,92078,Villeneuve-la-Garenne,11 - Île-de-France,True,unbranded independent,,1,1,591.0,974.0,1224.0,413.0,0.0,3,3411676,501885.938,847.7803006756757,123.61040380726072,True,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
R10000004115318,93005,93005,Aulnay-sous-Bois,11 - Île-de-France,True,unbranded independent,,1,1,147.0,843.0,1153.0,105.0,0.0,8,1884165,239160.0215,1615.946091216216,105.84451073129624,False,,,,,,,,,,,,
R10000004115326,95127,95127,Cergy,11 - Île-de-France,True,unbranded independent,,1,2,44.0,175.0,479.0,38.0,0.0,9,422940,55580.6802,1235.1262266666668,63.400097693822616,False,,,,,,,,,,,,
R10000004115327,75118,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,24,4550351,715814.5987000001,1150.8273290996783,132.16243870876045,False,,,,,,,,,,,,
R10000004115332,93027,93027,La Courneuve,11 - Île-de-France,True,unbranded independent,,1,1,576.0,960.0,1211.0,394.0,0.0,3,3178580,436164.4284,755.9175535528595,119.38045416349972,False,,,,,,,,,,,,
R10000004115333,02173,02173,Chauny,32 - Hauts-de-France,True,unbranded independent,,1,1,6.0,11.0,45.0,6.0,0.0,3,46028,9780.5657,1397.2236714285714,89.53112311578987,False,,,,,,,,,,,,
R10000004115373,60647,60647,Trosly-Breuil,32 - Hauts-de-France,True,unbranded independent,,0,1,11.0,28.0,47.0,11.0,0.0,2,66398,13321.622900000002,1110.1352416666668,95.31393289744229,False,,,,,,,,,,,,
R10000004115391,36018,36018,Le Blanc,24 - Centre-Val de Loire,True,unbranded independent,,0,1,3.0,3.0,6.0,3.0,0.0,4,10878,3365.4094,841.35235,74.94767401315138,False,3-9 | indépendant,3.77511961722488,,,,,,,,,,
R10000004115517,21464,21464,Nuits-Saint-Georges,27 - Bourgogne-Franche-Comté,True,brand network,Entendre,1,1,2.0,22.0,62.0,2.0,0.0,3,22813,4839.806,1613.2686666666666,83.40375047369461,False,1-2 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
R10000004115593,59559,59559,Sebourg,32 - Hauts-de-France,True,unbranded independent,,0,1,13.0,41.0,64.0,12.0,5.9,1,134879,24781.0893,1770.0778071428572,71.74497736003428,True,,,,,,,,,,,,
R10000004115644,54159,54159,Dombasle-sur-Meurthe,44 - Grand Est,True,unbranded independent,,1,1,1.0,54.0,62.0,1.0,4.7,1,50872,10500.9384,5250.4692000000005,82.51023824817513,False,1-2 | indépendant,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
R10000004115706,39013,39013,Arbois,27 - Bourgogne-Franche-Comté,True,unbranded independent,,1,1,3.0,4.0,18.0,3.0,0.0,3,14580,4006.7923,1001.698075,68.84393620918372,False,,,,,,,,,,,,
R10000004115786,85109,85109,Les Herbiers,52 - Pays de la Loire,True,unbranded independent,,1,1,5.0,9.0,32.0,5.0,0.0,6,34888,6334.2261,1055.70435,58.65417031468623,False,,,,,,,,,,,,
R10000004115787,53182,53182,Port-Brillet,52 - Pays de la Loire,True,brand network,Audilab,1,1,0.0,25.0,29.0,0.0,10.0,1,19890,3479.3917,3479.3917,85.03618631870528,False,0 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004115816,35121,35121,Gosné,53 - Bretagne,True,unbranded independent,,1,1,3.0,31.0,107.0,3.0,2.6,1,36217,5390.1203000000005,1347.530075,101.80029142275896,True,,,,,,,,,,,,
R10000004115842,56061,56061,La Gacilly,53 - Bretagne,True,unbranded independent,,1,3,1.0,10.0,28.0,1.0,6.0,1,20150,5266.7204,2633.3602,107.62545208791911,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
R10000004115843,56001,56001,Allaire,53 - Bretagne,True,unbranded independent,,1,3,5.0,11.0,28.0,5.0,7.6,1,31053,8130.9071,1355.1511833333334,89.20411545305394,False,,,,,,,,,,,,
R10000004115858,22272,22272,Saint-Agathon,53 - Bretagne,True,mutualist network,Écouter Voir / mutualiste,0,1,7.0,9.0,37.0,7.0,0.0,2,36753,8958.2409,1119.7801125,74.23304312204847,False,,,,,,,,,,,,
R10000004115861,56121,56121,Lorient,53 - Bretagne,True,unbranded independent,,0,1,32.0,40.0,46.0,22.0,0.0,14,176394,45987.9279,1393.573572727273,90.31145467747815,False,10+ | indépendant,3.7745901639344255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004115927,31116,31116,Castelginest,76 - Occitanie,True,unbranded independent,,1,2,27.0,142.0,174.0,23.0,0.0,3,183135,33217.3743,1186.3347964285713,116.7711497678719,False,,,,,,,,,,,,
R10000004115930,65440,65440,Tarbes,76 - Occitanie,True,unbranded independent,,0,1,19.0,29.0,44.0,13.0,0.0,14,103693,25693.6002,1284.68001,102.666778795903,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004115932,81065,81065,Castres,76 - Occitanie,True,optician-hosted,Krys Audition,0,1,9.0,11.0,23.0,9.0,0.0,10,59008,15187.4506,1518.74506,73.12444646511358,False,,,,,,,,,,,,
R10000004115963,47310,47310,Tonneins,75 - Nouvelle-Aquitaine,True,optician-hosted,Optical Center,1,1,2.0,11.0,21.0,2.0,0.0,3,25719,6981.1895,2327.063166666667,65.36085671338826,False,1-2 | enseigne nationale,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004115985,17300,17300,La Rochelle,75 - Nouvelle-Aquitaine,True,integrated chain,Solusons,0,1,34.0,40.0,54.0,25.0,0.0,17,148744,39164.36510000001,1118.9818600000003,98.92665962340196,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
R10000004116000,23176,23176,La Souterraine,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,2.0,3.0,3.0,2.0,0.0,3,10502,3102.4845000000005,1034.1615000000002,38.11220755523766,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004116011,33243,33243,Libourne,75 - Nouvelle-Aquitaine,True,mutualist network,Écouter Voir / mutualiste,0,2,11.0,38.0,120.0,11.0,0.0,11,64601,14150.7577,1179.2298083333333,84.4047171531542,False,10+ | mutualiste,3.779220779220779,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
R10000004116013,33063,33063,Bordeaux,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,99.0,147.0,171.0,56.0,0.0,38,757004,124150.7715,1241.507715,131.97340113647428,False,,,,,,,,,,,,
R10000004116017,17200,17200,Lagord,75 - Nouvelle-Aquitaine,True,optician-hosted,Krys Audition,1,1,34.0,41.0,49.0,26.0,0.0,3,150651,39114.229900000006,1117.549425714286,97.591823340594,False,,,,,,,,,,,,
R10000004116051,30321,30321,Sommières,76 - Occitanie,True,unbranded independent,,1,2,6.0,42.0,147.0,5.0,0.0,4,54100,10682.256799999996,1526.036685714285,90.49950342227471,False,,,,,,,,,,,,
R10000004116095,26113,26113,Die,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,0.0,0.0,3.0,0.0,28.2,1,7400,2018.2843000000005,2018.2843000000005,20.901965737427467,False,0 | indépendant,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
R10000004116109,38562,38562,Vizille,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,12.0,54.0,64.0,11.0,0.0,2,114269,22665.6961,1743.5150846153845,74.78930287045635,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10000004116152,69386,69123,Lyon,,True,unbranded independent,,0,2,173.0,241.0,294.0,99.0,0.0,16,1195616,194384.76530000003,1117.1538235632186,133.49060128578537,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004116182,15014,15014,Aurillac,84 - Auvergne-Rhône-Alpes,True,mutualist network,Écouter Voir / mutualiste,0,1,7.0,7.0,7.0,7.0,0.0,7,50387,13034.0477,1629.2559625,47.30853660146654,False,,,,,,,,,,,,
R10000004116191,38547,38547,Villard-Bonnot,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,11.0,53.0,79.0,10.0,3.8,1,98149,21342.327700000005,1778.5273083333338,85.7067398844522,True,,,,,,,,,,,,
R10000004116194,48080,48080,Langogne,76 - Occitanie,True,unbranded independent,,1,1,0.0,0.0,0.0,0.0,33.4,1,6139,1970.6171,1970.6171,18.67348345367084,False,0 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004116195,43244,43244,Tence,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,1.0,5.0,19.0,1.0,7.0,1,13258,3752.2638,1876.1319,36.69035815090288,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
R10000004116196,01354,01354,Saint-Genis-Pouilly,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,4.0,24.0,41.0,4.0,0.0,3,71048,7939.6864,1587.93728,99.2969613515743,False,,,,,,,,,,,,
R10000004116202,69088,69088,Fontaines-sur-Saône,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,2,135.0,239.0,285.0,82.0,1.5,1,805814,132395.5769,973.496888970588,123.790646368639,False,,,,,,,,,,,,
R10000004116204,01322,01322,Reyrieux,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,12.0,173.0,260.0,12.0,3.0,1,106460,19663.632000000005,1512.5870769230771,94.17293491400363,False,,,,,,,,,,,,
R10000004116213,43251,43251,Vals-près-le-Puy,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,7.0,8.0,12.0,7.0,2.2,1,57091,14220.3435,1777.5429375,64.56824055677713,False,,,,,,,,,,,,
R10000004116235,26124,26124,Étoile-sur-Rhône,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,7.0,45.0,68.0,7.0,5.0,1,56743,12313.2251,1539.1531375,98.15936694344326,True,,,,,,,,,,,,
R10000004116246,73117,73117,,84 - Auvergne-Rhône-Alpes,True,brand network,Audilab,1,1,1.0,1.0,6.0,1.0,0.0,2,5324,1489.3484,744.6742,63.32349589111968,False,1-2 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004116266,69283,69283,Mions,84 - Auvergne-Rhône-Alpes,True,integrated chain,Solusons,0,2,44.0,240.0,285.0,30.0,0.0,2,292043,49231.9703,1094.0437844444446,118.3939501855102,False,,,,,,,,,,,,
R10000004116317,83112,83112,Saint-Cyr-sur-Mer,93 - Provence-Alpes-Côte d'Azur,True,unbranded independent,,1,3,24.0,85.0,256.0,22.0,0.0,5,103801,33505.6432,1340.225728,78.42834768714518,False,,,,,,,,,,,,
R10000004116352,83050,83050,Draguignan,93 - Provence-Alpes-Côte d'Azur,True,unbranded independent,,1,2,10.0,21.0,50.0,10.0,0.0,9,68291,15915.6607,1446.8782454545455,73.76830687443105,False,,,,,,,,,,,,
R10000004116376,21231,21231,Dijon,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,1,43.0,45.0,51.0,22.0,0.0,23,270857,54811.580300000016,1245.7177340909095,91.23319333331492,False,,,,,,,,,,,,
R10000004116439,83118,83118,Saint-Raphaël,93 - Provence-Alpes-Côte d'Azur,True,unbranded independent,,1,1,18.0,61.0,103.0,18.0,0.0,11,98309,33427.6366,1759.349294736842,64.95631890609432,False,,,,,,,,,,,,
R10000004116452,94068,94068,Saint-Maur-des-Fossés,11 - Île-de-France,True,unbranded independent,,1,2,174.0,879.0,1182.0,116.0,0.0,11,2225976,346462.7197999999,1979.7869702857136,109.21315827205215,False,,,,,,,,,,,,
R10000004116479,84035,84035,Cavaillon,93 - Provence-Alpes-Côte d'Azur,True,optician-hosted,Atol,0,1,17.0,43.0,102.0,15.0,0.0,10,83352,19701.0177,1094.5009833333334,91.2503277695439,False,,,,,,,,,,,,
R10000004116544,75106,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,9,4550351,715814.5987000001,1150.8273290996783,135.1674271028499,False,,,,,,,,,,,,
R10000004116591,78646,78646,Versailles,11 - Île-de-France,True,unbranded independent,,1,1,107.0,763.0,1157.0,72.0,0.0,15,890985,151673.29630000002,1404.3823731481482,101.18170135036928,False,,,,,,,,,,,,
R10000004116790,91114,91114,Brunoy,11 - Île-de-France,True,unbranded independent,,1,1,78.0,676.0,1001.0,51.0,0.0,4,780272,116233.7929,1471.313834177215,83.41097142919838,False,10+ | indépendant,3.7745901639344255,,,,,,,,,,
R10000004116792,75108,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,17,4550351,715814.5987000001,1150.8273290996783,131.5128028623671,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
R10000004116817,75103,75056,Paris,,True,unbranded independent,,0,2,621.0,1063.0,1248.0,414.0,0.0,3,4550351,715814.5987000001,1150.8273290996783,133.92279045405067,False,,,,,,,,,,,,
R10000004116865,93066,93066,Saint-Denis,11 - Île-de-France,True,unbranded independent,,0,2,600.0,989.0,1229.0,418.0,0.0,7,3511068,500478.1217000001,832.742299001664,124.35810793562143,False,,,,,,,,,,,,
R10000004116869,95306,95306,Herblay-sur-Seine,11 - Île-de-France,True,unbranded independent,,1,1,109.0,373.0,1018.0,86.0,0.0,3,920332,131335.812,1193.9619272727273,84.67260802219926,True,,,,,,,,,,,,
R10000004116875,75115,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,29,4550351,715814.5987000001,1150.8273290996783,131.3954095437351,False,,,,,,,,,,,,
R10000004116882,92036,92036,Gennevilliers,11 - Île-de-France,True,integrated chain,Audika,0,1,233.0,969.0,1217.0,189.0,0.0,10,3005447,437265.5844000001,1868.656343589744,120.95807509312382,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004116885,75113,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,24,4550351,715814.5987000001,1150.8273290996783,132.81388370691002,False,,,,,,,,,,,,
R10000004116913,13001,13001,Aix-en-Provence,93 - Provence-Alpes-Côte d'Azur,True,brand network,Audition Conseil,0,1,29.0,79.0,282.0,17.0,0.0,20,198772,40379.5976,1345.9865866666664,100.04046617757484,False,10+ | enseigne nationale,3.7737909516380657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004116927,75115,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,29,4550351,715814.5987000001,1150.8273290996783,131.3954095437351,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10000004116929,94067,94067,Saint-Mandé,11 - Île-de-France,True,unbranded independent,,1,2,568.0,1019.0,1227.0,370.0,0.0,8,4028806,629083.2677999999,1105.594495254833,127.27446966628123,False,,,,,,,,,,,,
R10000004116943,94079,94079,Villiers-sur-Marne,11 - Île-de-France,True,unbranded independent,,1,3,175.0,770.0,1145.0,118.0,0.0,5,1735186,263837.54110000003,1499.076938068182,105.0284355558954,False,,,,,,,,,,,,
R10000004116958,91216,91216,Épinay-sur-Orge,11 - Île-de-France,True,unbranded independent,,1,1,76.0,312.0,1041.0,55.0,0.0,2,819100,121332.1195,1575.7418116883116,85.31943355878471,True,,,,,,,,,,,,
R10000004116959,95280,95280,Goussainville,11 - Île-de-France,True,unbranded independent,,1,1,59.0,334.0,1053.0,52.0,0.0,4,527369,65456.5202,1090.942003333333,87.10074495439817,False,10+ | indépendant,3.7745901639344255,,,,,,,,,,
R10000004116960,75116,75056,Paris,,True,integrated chain,GrandAudition,0,1,621.0,1063.0,1248.0,415.0,0.0,24,4550351,715814.5987000001,1150.8273290996783,130.19065920885387,False,,,,,,,,,,,,
R10000004116966,77237,77237,Jossigny,11 - Île-de-France,True,unbranded independent,,0,1,29.0,131.0,723.0,26.0,2.4,1,279576,36147.8868,1204.92956,56.99412643578451,True,10+ | indépendant,3.7745901639344255,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004116975,94080,94080,Vincennes,11 - Île-de-France,True,unbranded independent,,0,1,566.0,999.0,1204.0,365.0,0.0,11,3593195,552089.6587999999,973.703101940035,122.5505983487298,False,10+ | indépendant,3.7745901639344255,0.0,,0.0,,,,,,,
R10000004117011,60245,60245,Formerie,32 - Hauts-de-France,True,unbranded independent,,1,1,0.0,10.0,17.0,0.0,12.0,1,13898,3070.1966,3070.1966,72.38674609020161,False,0 | indépendant,1.0,0.0,,0.0,,,,,,,
R10000004117054,45232,45232,Olivet,24 - Centre-Val de Loire,True,brand network,Audilab,1,2,26.0,40.0,48.0,23.0,0.0,5,264661,48792.9786,1807.147355555556,76.52085583007837,False,,,,,,,,,,,,
R10000004117107,41018,41018,Blois,24 - Centre-Val de Loire,True,brand network,Audilab,0,1,12.0,15.0,20.0,9.0,0.0,7,88752,20185.6692,1552.7437846153844,82.44155960036805,False,,,,,,,,,,,,
R10000004117168,71270,71270,Mâcon,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,1,15.0,21.0,36.0,12.0,0.0,9,85526,19694.2196,1230.8887249999998,79.64766487508943,False,,,,,,,,,,,,
R10000004117177,25056,25056,Besançon,27 - Bourgogne-Franche-Comté,True,unbranded independent,,1,1,20.0,23.0,30.0,13.0,0.0,17,166930,32791.26,1561.4885714285715,82.2888738564986,False,,,,,,,,,,,,
R10000004117199,94042,94042,Joinville-le-Pont,11 - Île-de-France,True,brand network,VivaSon,0,1,553.0,939.0,1189.0,360.0,0.0,4,2857861,441678.1391,797.2529586642598,115.05003125806196,False,,,,,,,,,,,,
R10000004117211,50615,50615,Valognes,28 - Normandie,True,integrated chain,Amplifon,0,1,2.0,17.0,23.0,2.0,0.0,3,23995,5448.9618,1816.3206,70.07208811641866,False,1-2 | enseigne nationale,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004117225,14118,14118,Caen,28 - Normandie,True,unbranded independent,,1,3,33.0,39.0,53.0,25.0,0.0,16,264418,51590.86420000001,1517.3783588235297,82.05098105072187,False,,,,,,,,,,,,
R10000004117235,59350,59350,Lille,32 - Hauts-de-France,True,unbranded independent,,0,1,85.0,150.0,207.0,53.0,0.0,21,694270,106836.32630000002,1242.2828639534885,103.82089959505424,False,,,,,,,,,,,,
R10000004117256,59606,59606,Valenciennes,32 - Hauts-de-France,True,unbranded independent,,1,1,26.0,46.0,87.0,21.0,0.0,8,223169,39943.8663,1479.4024555555557,80.73873364068116,False,10+ | indépendant,3.7745901639344255,,,,,,,,,,
R10000004117268,59426,59426,Neuville-en-Ferrain,32 - Hauts-de-France,True,unbranded independent,,0,1,50.0,118.0,147.0,40.0,0.0,2,442156,72484.6507,1421.2676607843136,76.06010550001606,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004117276,59122,59122,Cambrai,32 - Hauts-de-France,True,unbranded independent,,0,1,8.0,18.0,70.0,8.0,0.0,8,75717,16886.0621,1876.229122222222,52.639897421519294,False,,,,,,,,,,,,
R10000004117317,57463,57463,Metz,44 - Grand Est,True,unbranded independent,,0,1,24.0,42.0,71.0,15.0,0.0,18,226229,44302.6799,1772.107196,68.38665442188717,False,,,,,,,,,,,,
R10000004117369,39198,39198,Dole,27 - Bourgogne-Franche-Comté,True,unbranded independent,,1,1,12.0,16.0,24.0,11.0,0.0,9,49085,12236.750800000002,941.2885230769232,87.8087188356386,False,,,,,,,,,,,,
R10000004117370,39500,39500,Salins-les-Bains,27 - Bourgogne-Franche-Comté,True,unbranded independent,,1,1,0.0,4.0,13.0,0.0,11.4,1,10357,2975.8327,2975.8327,50.57172561809909,False,0 | indépendant,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
R10000004117371,39368,39368,Hauts de Bienne,27 - Bourgogne-Franche-Comté,True,unbranded independent,,1,1,3.0,12.0,21.0,3.0,6.2,1,17365,3030.7567,757.689175,91.41347494175255,True,3-9 | indépendant,3.77511961722488,0.0,,0.0,,,,,,,
R10000004117380,88088,88088,La Chapelle-aux-Bois,44 - Grand Est,True,unbranded independent,,0,1,0.0,15.0,24.0,0.0,17.2,1,7540,2053.0687000000003,2053.0687000000003,64.78451111913311,True,0 | indépendant,1.0,,,,,,,,,,
R10000004117381,10006,10006,Arcis-sur-Aube,44 - Grand Est,True,brand network,Sonance Audition,1,2,1.0,1.0,32.0,1.0,0.0,2,7293,1751.6315,875.81575,52.75592824672981,False,1-2 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004117407,67046,67046,Bischwiller,44 - Grand Est,True,unbranded independent,,1,1,4.0,31.0,85.0,4.0,0.0,3,72017,14830.672800000002,2966.1345600000004,66.10282522679603,False,3-9 | indépendant,3.77511961722488,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
R10000004117408,08105,08105,Charleville-Mézières,44 - Grand Est,True,unbranded independent,,0,2,14.0,21.0,21.0,14.0,0.0,12,87267,19912.2916,1327.4861066666665,94.49771204011698,False,,,,,,,,,,,,
R10000004117475,44109,44109,Nantes,52 - Pays de la Loire,True,unbranded independent,,0,1,65.0,80.0,98.0,33.0,0.0,31,589217,95824.14100000002,1451.8809242424245,91.23399312963824,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004117505,22106,22106,Langueux,53 - Bretagne,True,mutualist network,Écouter Voir / mutualiste,0,2,20.0,30.0,35.0,16.0,0.0,4,110981,26343.3829,1254.4468047619046,104.21672719827902,False,,,,,,,,,,,,
R10000004117516,56007,56007,Auray,53 - Bretagne,True,unbranded independent,,0,1,17.0,46.0,71.0,15.0,0.0,13,60764,17256.327699999994,958.684872222222,106.74494964450346,False,,,,,,,,,,,,
R10000004117518,35360,35360,Vitré,53 - Bretagne,True,unbranded independent,,0,1,8.0,14.0,56.0,8.0,0.0,8,41968,7917.6068,879.7340888888889,96.69245719741092,False,3-9 | indépendant,3.77511961722488,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004117535,22093,22093,Lamballe-Armor,53 - Bretagne,True,mutualist network,Écouter Voir / mutualiste,0,1,4.0,19.0,34.0,4.0,0.0,5,32131,6874.812,1374.9624,75.87664680545682,True,,,,,,,,,,,,
R10000004117604,31555,31555,Toulouse,76 - Occitanie,True,unbranded independent,,1,1,97.0,144.0,180.0,65.0,0.0,49,767273,114026.7941,1163.5387153061226,132.0059200450152,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004117625,11076,11076,Castelnaudary,76 - Occitanie,True,unbranded independent,,1,2,3.0,8.0,15.0,3.0,0.0,4,24744,5568.2686,1392.06715,56.045659664413606,False,,,,,,,,,,,,
R10000004117648,16102,16102,Cognac,75 - Nouvelle-Aquitaine,True,integrated chain,Amplifon,0,1,7.0,9.0,29.0,5.0,0.0,4,42663,10880.869400000003,1360.1086750000004,66.27375816321108,False,,,,,,,,,,,,
R10000004117651,33366,33366,Saint-André-de-Cubzac,75 - Nouvelle-Aquitaine,True,unbranded independent,,1,1,10.0,95.0,166.0,9.0,0.0,6,82622,14053.198299999998,1277.5634818181816,102.41219652680284,False,,,,,,,,,,,,
