rpps_structure_id,code_insee,code_insee_geo,commune,region,retail,type5,brand,owner_on_site,practitioners_topcoded_4,concurrents_10km,concurrents_20km,concurrents_30km,alternatives_10km,dist_concurrent_km,n_sites_commune,pop_10km,pop65_10km,demand65_per_site,apl_v21,entrant_commune,strate,poids,web_ok,prix_affiche,grille_tarifs,sante100,classe2,essai_gratuit,bilan_gratuit,rdv_en_ligne,devis,garantie_suivi
F090004490,09124,09124,Le Fossat,76 - Occitanie,False,unbranded independent,,1,1,0.0,13.0,33.0,,12.9,1,8346,1955.0081,1955.0081,84.7720209397134,,,,,,,,,,,,,
F090005067,09160,09160,Lavelanet,76 - Occitanie,False,unbranded independent,,0,1,3.0,12.0,28.0,,0.0,3,17805,6059.2974,1514.82435,109.78151538781674,,,,,,,,,,,,,
F250006954,25056,25056,Besançon,27 - Bourgogne-Franche-Comté,False,unbranded independent,,0,1,20.0,23.0,30.0,,0.0,17,166930,32791.26,1561.4885714285715,82.2888738564986,,,,,,,,,,,,,
F300011434,30189,30189,Nîmes,76 - Occitanie,False,mutualist network,Écouter Voir / mutualiste,1,2,25.0,36.0,72.0,,0.0,22,194764,43228.9166,1662.6506384615384,77.98368458188743,,,,,,,,,,,,,
F310793773,31446,31446,Ramonville-Saint-Agne,76 - Occitanie,False,unbranded independent,,0,1,76.0,144.0,176.0,,0.0,2,647957,94779.4503,1230.901951948052,129.22075377039457,,,,,,,,,,,,,
F330781360,33063,33063,Bordeaux,75 - Nouvelle-Aquitaine,False,unbranded independent,,0,2,99.0,147.0,171.0,,0.0,38,757004,124150.7715,1241.507715,131.97340113647428,,,,,,,,,,,,,
F340782085,34172,34172,Montpellier,76 - Occitanie,False,unbranded independent,,0,3,80.0,93.0,128.0,,0.0,37,477531,83003.1415,1024.7301419753087,108.96196967353306,,,,,,,,,,,,,
F350000741,35238,35238,Rennes,53 - Bretagne,False,unbranded independent,,0,2,63.0,90.0,106.0,,0.0,29,377172,59398.68520000001,928.10445625,136.29117245504656,,,,,,,,,,,,,
F350002762,35115,35115,Fougères,53 - Bretagne,False,unbranded independent,,0,1,12.0,17.0,36.0,,0.0,12,45265,10683.717499999995,821.8244230769228,102.67088490637757,,,,,,,,,,,,,
F350007571,35115,35115,Fougères,53 - Bretagne,False,unbranded independent,,0,1,12.0,17.0,36.0,,0.0,12,45265,10683.717499999995,821.8244230769228,102.67088490637757,,,,,,,,,,,,,
F350039822,35115,35115,Fougères,53 - Bretagne,False,unbranded independent,,0,1,12.0,17.0,36.0,,0.0,12,45265,10683.717499999995,821.8244230769228,102.67088490637757,,,,,,,,,,,,,
F370000861,37261,37261,Tours,24 - Centre-Val de Loire,False,unbranded independent,,0,1,48.0,56.0,71.0,,0.0,23,300115,64889.97289999999,1324.2851612244897,99.18496686945014,,,,,,,,,,,,,
F380000067,38516,38516,La Tronche,84 - Auvergne-Rhône-Alpes,False,unbranded independent,,0,3,44.0,62.0,76.0,,3.4,1,401078,73719.7305,1638.2162333333335,101.44647916032572,,,,,,,,,,,,,
F420785354,42275,42275,Saint-Priest-en-Jarez,84 - Auvergne-Rhône-Alpes,False,unbranded independent,,0,3,31.0,55.0,72.0,,0.0,2,284251,62156.6911,1942.396596875,86.26878536657094,,,,,,,,,,,,,
F490000098,49007,49007,Angers,52 - Pays de la Loire,False,unbranded independent,,0,1,50.0,56.0,62.0,,0.0,31,264838,52252.4793,1024.5584176470588,93.4766630382516,,,,,,,,,,,,,
F540000692,54274,54274,Jarville-la-Malgrange,44 - Grand Est,False,unbranded independent,,0,1,44.0,50.0,71.0,,0.0,2,299287,58555.2967,1301.2288155555557,104.92479121020357,,,,,,,,,,,,,
F540001138,54395,54395,Nancy,44 - Grand Est,False,unbranded independent,,0,2,47.0,55.0,75.0,,0.0,19,294129,57247.78910000001,1192.6622729166668,112.61337511718256,,,,,,,,,,,,,
F560002446,56007,56007,Auray,53 - Bretagne,False,unbranded independent,,0,1,17.0,46.0,71.0,,0.0,13,60764,17256.327699999994,958.684872222222,106.74494964450346,,,,,,,,,,,,,
F580006575,58194,58194,Nevers,27 - Bourgogne-Franche-Comté,False,unbranded independent,,0,1,8.0,8.0,11.0,,0.0,8,69185,18539.2099,2059.9122111111114,59.40391509790723,,,,,,,,,,,,,
F600000467,60175,60175,Creil,32 - Hauts-de-France,False,unbranded independent,,0,1,22.0,47.0,97.0,,0.0,4,168867,27219.3775,1183.451195652174,59.832905056096926,,,,,,,,,,,,,
F650785918,65440,65440,Tarbes,76 - Occitanie,False,mutualist network,Écouter Voir / mutualiste,0,1,19.0,29.0,44.0,,0.0,14,103693,25693.6002,1284.68001,102.666778795903,,,,,,,,,,,,,
F660780214,66130,66130,Osséja,76 - Occitanie,False,unbranded independent,,0,1,1.0,2.0,2.0,,8.7,1,6091,1384.0571,692.02855,109.38011839707993,,,,,,,,,,,,,
F690007539,69029,69029,Bron,84 - Auvergne-Rhône-Alpes,False,unbranded independent,,0,1,161.0,239.0,287.0,,0.0,9,1190318,187922.2407,1160.0138314814817,130.9953842859683,,,,,,,,,,,,,
F690783154,69383,69123,Lyon,,False,unbranded independent,,0,3,173.0,241.0,294.0,,0.0,9,1195616,194384.76530000003,1117.1538235632186,133.92231255806357,,,,,,,,,,,,,
F710016197,71153,71153,Le Creusot,27 - Bourgogne-Franche-Comté,False,unbranded independent,,0,1,7.0,16.0,21.0,,0.0,7,44121,12586.5855,1573.3231875,66.36049571436808,,,,,,,,,,,,,
F750100125,75113,75056,Paris,,False,unbranded independent,,0,1,621.0,1063.0,1248.0,,0.0,24,4550351,715814.5987000001,1150.8273290996783,132.81388370691002,,,,,,,,,,,,,
F750100208,75115,75056,Paris,,False,unbranded independent,,0,2,621.0,1063.0,1248.0,,0.0,29,4550351,715814.5987000001,1150.8273290996783,131.3954095437351,,,,,,,,,,,,,
F760000158,76540,76540,Rouen,28 - Normandie,False,unbranded independent,,0,1,43.0,58.0,78.0,,0.0,17,384708,74394.1857,1690.7769477272727,81.20397040582458,,,,,,,,,,,,,
F780800256,78158,78158,,11 - Île-de-France,False,unbranded independent,,0,1,135.0,793.0,1173.0,,0.0,5,1119138,185362.5072,1362.959611764706,106.56109128948204,,,,,,,,,,,,,
F800006124,80021,80021,Amiens,32 - Hauts-de-France,False,unbranded independent,,0,1,25.0,32.0,44.0,,0.0,18,185741,32973.8334,1268.2243615384614,100.79425361665228,,,,,,,,,,,,,
F820010114,82121,82121,Montauban,76 - Occitanie,False,unbranded independent,,0,1,16.0,24.0,44.0,,0.0,16,87366,18958.1321,1115.1842411764706,105.95909617033824,,,,,,,,,,,,,
F910805076,91421,91421,Montgeron,11 - Île-de-France,False,unbranded independent,,0,1,87.0,712.0,1055.0,,0.0,5,935545,137727.98750000002,1565.0907670454546,88.73483418914061,,,,,,,,,,,,,
F950690198,95018,95018,Argenteuil,11 - Île-de-France,False,unbranded independent,,0,1,209.0,911.0,1181.0,,0.0,12,1970786,280547.4187,1335.940089047619,111.46237584305906,,,,,,,,,,,,,
F970102661,97101,97101,Les Abymes,01 - Guadeloupe,False,unbranded independent,,0,1,8.0,10.0,12.0,,0.0,2,141004,26904.9134,2989.434822222222,33.08538369749209,,,,,,,,,,,,,
F970111142,97107,97107,Capesterre-Belle-Eau,01 - Guadeloupe,False,unbranded independent,,0,1,0.0,3.0,13.0,,13.5,1,50148,11493.2921,11493.2921,28.23315373032292,,,,,,,,,,,,,
F970405825,97411,97411,Saint-Denis,04 - La Réunion,False,unbranded independent,,0,1,8.0,23.0,27.0,,0.0,7,229295,29885.059799999995,3320.5621999999994,62.09755499221138,,,,,,,,,,,,,
F970463154,97418,97418,Sainte-Marie,04 - La Réunion,False,unbranded independent,,0,2,8.0,13.0,27.0,,0.0,2,218278,29124.4296,3236.0477333333333,53.62089860929196,,,,,,,,,,,,,
R10000003504513,70550,70550,Vesoul,27 - Bourgogne-Franche-Comté,False,mutualist network,Écouter Voir / mutualiste,0,1,7.0,8.0,17.0,,0.0,8,37368,8983.3839,1122.9229875,79.53728546668852,,,,,,,,,,,,,
R10000003532842,2A004,2A004,Ajaccio,94 - Corse,True,unbranded independent,,0,1,10.0,13.0,14.0,7.0,0.0,11,85502,19926.4047,1811.491336363636,61.48018192299399,False,,,,,,,,,,,,
R10000003848348,35069,35069,Châteaugiron,53 - Bretagne,True,unbranded independent,,1,1,4.0,67.0,112.0,4.0,0.0,3,50187,6940.0267,1388.0053400000002,114.57770331821746,False,3-9 | indépendant,3.77511961722488,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
R10000004104552,75112,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,25,4550351,715814.5987000001,1150.8273290996783,125.14951319675446,False,,,,,,,,,,,,
R10000004104672,92064,92064,Saint-Cloud,11 - Île-de-France,True,unbranded independent,,0,1,211.0,960.0,1234.0,135.0,0.0,6,2567806,441654.7909,2083.277315566037,120.94389349429132,False,,,,,,,,,,,,
R10000004104822,75119,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,32,4550351,715814.5987000001,1150.8273290996783,130.25890077225282,False,10+ | indépendant,3.7745901639344255,,,,,,,,,,
R10000004104923,92075,92075,Vanves,11 - Île-de-France,True,unbranded independent,,1,1,555.0,1020.0,1259.0,351.0,0.0,5,3682673,617545.5011,1110.6933473021584,129.8446626144348,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004104932,75118,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,24,4550351,715814.5987000001,1150.8273290996783,132.16243870876045,False,,,,,,,,,,,,
R10000004104933,94041,94041,Ivry-sur-Seine,11 - Île-de-France,True,unbranded independent,,0,1,556.0,1022.0,1233.0,358.0,0.0,6,3712764,598924.7705999998,1075.2688879712744,127.4380713472364,False,,,,,,,,,,,,
R10000004104972,92035,92035,La Garenne-Colombes,11 - Île-de-France,True,unbranded independent,,0,1,252.0,972.0,1227.0,185.0,0.0,5,3146880,490304.2868,1937.9616079051384,123.07232827401484,False,,,,,,,,,,,,
R10000004104975,95555,95555,Saint-Gratien,11 - Île-de-France,True,unbranded independent,,1,1,232.0,898.0,1170.0,188.0,0.0,2,2318347,317382.4276,1362.1563416309014,111.41036784665954,False,,,,,,,,,,,,
R10000004104980,95555,95555,Saint-Gratien,11 - Île-de-France,True,unbranded independent,,1,1,232.0,898.0,1170.0,188.0,0.0,2,2318347,317382.4276,1362.1563416309014,111.41036784665954,False,,,,,,,,,,,,
R10000004104981,92012,92012,Boulogne-Billancourt,11 - Île-de-France,True,unbranded independent,,1,1,575.0,989.0,1246.0,369.0,0.0,15,3107527,527277.503,915.4123315972224,124.6263225485114,False,,,,,,,,,,,,
R10000004104987,75111,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,20,4550351,715814.5987000001,1150.8273290996783,132.26903176992226,False,,,,,,,,,,,,
R10000004105021,78311,78311,Houilles,11 - Île-de-France,True,unbranded independent,,1,1,212.0,880.0,1176.0,152.0,0.0,5,1969386,310135.4448,1456.034952112676,111.23393202120106,False,,,,,,,,,,,,
R10000004105025,93062,93062,Le Raincy,11 - Île-de-France,True,unbranded independent,,1,1,187.0,850.0,1150.0,128.0,0.0,8,2245248,313915.0612,1669.7609638297872,107.52149582173956,False,,,,,,,,,,,,
R10000004105026,75111,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,20,4550351,715814.5987000001,1150.8273290996783,132.26903176992226,False,,,,,,,,,,,,
R10000004105028,92009,92009,Bois-Colombes,11 - Île-de-France,True,unbranded independent,,1,1,588.0,976.0,1232.0,397.0,0.0,3,3401452,521552.1682,885.487552122241,124.71189409176708,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10000004105038,75106,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,9,4550351,715814.5987000001,1150.8273290996783,135.1674271028499,False,,,,,,,,,,,,
R10000004105039,92036,92036,Gennevilliers,11 - Île-de-France,True,unbranded independent,,0,1,233.0,969.0,1217.0,188.0,0.0,10,3005447,437265.5844000001,1868.656343589744,120.95807509312382,False,,,,,,,,,,,,
R10000004105040,75109,75056,Paris,,True,unbranded independent,,0,1,621.0,1063.0,1248.0,414.0,0.0,16,4550351,715814.5987000001,1150.8273290996783,133.02491793063342,False,,,,,,,,,,,,
R10000004105043,94017,94017,Champigny-sur-Marne,11 - Île-de-France,True,unbranded independent,,1,1,188.0,822.0,1180.0,127.0,0.0,8,1878066,282402.0268,1494.190617989418,107.03018552332588,False,,,,,,,,,,,,
R10000004105173,61168,61168,La Ferté Macé,28 - Normandie,True,unbranded independent,,1,1,2.0,2.0,10.0,2.0,0.0,3,16522,5096.188300000001,1698.7294333333336,41.47507711511939,False,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004105215,89025,89025,Avallon,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,1,4.0,4.0,4.0,4.0,0.0,5,11699,3214.1647000000003,642.83294,95.18478753042037,False,,,,,,,,,,,,
R10000004105217,14437,14437,Mondeville,28 - Normandie,True,unbranded independent,,1,1,33.0,39.0,47.0,25.0,0.0,6,246191,47669.9155,1402.056338235294,76.04624315128378,False,,,,,,,,,,,,
R10000004105220,57606,57606,Saint-Avold,44 - Grand Est,True,unbranded independent,,0,2,13.0,22.0,33.0,12.0,0.0,6,88633,20830.321,1487.8800714285717,69.5398936539003,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
R10000004105224,25031,25031,Audincourt,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,1,19.0,36.0,38.0,13.0,0.0,3,133730,30681.5453,1534.077265,74.79204556464346,False,,,,,,,,,,,,
R10000004105230,25539,25539,Seloncourt,27 - Bourgogne-Franche-Comté,True,unbranded independent,,0,1,19.0,28.0,38.0,13.0,0.0,2,121441,27809.475,1390.47375,66.9268205454395,False,,,,,,,,,,,,
R10000004105243,58086,58086,Cosne-Cours-sur-Loire,27 - Bourgogne-Franche-Comté,True,unbranded independent,,1,1,4.0,4.0,8.0,4.0,0.0,5,18885,6066.1818,1213.23636,52.40432865257486,False,,,,,,,,,,,,
R10000004105250,76648,76648,Saint-Saëns,28 - Normandie,True,integrated chain,Benoit Audition,0,1,0.0,8.0,57.0,0.0,10.7,1,16642,3123.9392,3123.9392,71.33914951929106,True,0 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004105252,14118,14118,Caen,28 - Normandie,True,unbranded independent,,0,1,33.0,39.0,53.0,25.0,0.0,16,264418,51590.86420000001,1517.3783588235297,82.05098105072187,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004105254,50539,50539,Saint-Pierre-Église,28 - Normandie,True,unbranded independent,,0,1,0.0,16.0,17.0,0.0,10.5,1,12889,3567.142599999999,3567.142599999999,49.72337909718991,True,0 | indépendant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R10000004105293,62041,62041,Arras,32 - Hauts-de-France,True,integrated chain,Amplifon,0,1,14.0,34.0,90.0,14.0,0.0,12,110454,22169.644,1477.9762666666668,47.42414179744369,False,,,,,,,,,,,,
R10000004105402,67343,67343,Oberhausbergen,44 - Grand Est,True,unbranded independent,,0,1,58.0,79.0,107.0,39.0,0.0,2,483750,80711.21720000001,1367.98673220339,111.20454797561176,False,,,,,,,,,,,,
R10000004105447,10387,10387,Troyes,44 - Grand Est,True,brand network,Sonance Audition,0,1,29.0,29.0,33.0,21.0,0.0,15,151541,31812.9081,1060.4302699999998,105.41090461936118,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004105455,88372,88372,Raon-l'Étape,44 - Grand Est,True,brand network,Entendre,1,2,0.0,7.0,13.0,0.0,13.4,1,20338,5180.263400000001,5180.263400000001,39.90326594524112,True,0 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
R10000004105502,44069,44069,Guérande,52 - Pays de la Loire,True,unbranded independent,,1,2,14.0,40.0,55.0,14.0,0.0,8,62989,20690.0755,1379.3383666666666,83.48910217704993,False,,,,,,,,,,,,
R10000004105514,49223,49223,Mûrs-Erigné,52 - Pays de la Loire,True,unbranded independent,,1,1,37.0,53.0,70.0,26.0,0.0,4,222239,42141.0412,1108.9747684210529,98.43619075554638,False,10+ | indépendant,3.7745901639344255,0.0,,0.0,,,,,,,
R10000004105516,35360,35360,Vitré,53 - Bretagne,True,unbranded independent,,0,1,8.0,14.0,56.0,8.0,0.0,8,41968,7917.6068,879.7340888888889,96.69245719741092,False,,,,,,,,,,,,
R10000004105570,29055,29055,Le Folgoët,53 - Bretagne,True,unbranded independent,,0,1,4.0,14.0,44.0,4.0,0.0,2,45532,9826.429,1965.2858,67.57860422533948,False,,,,,,,,,,,,
R10000004105608,35076,35076,Chavagne,53 - Bretagne,True,unbranded independent,,0,1,47.0,87.0,110.0,28.0,4.4,1,335216,50373.2548,1049.4428083333337,137.17777885313888,True,,,,,,,,,,,,
R10000004105617,56053,56053,Elven,53 - Bretagne,True,unbranded independent,,0,1,0.0,33.0,58.0,0.0,11.8,1,28563,5037.061500000001,5037.061500000001,97.2389598117258,True,0 | indépendant,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R10000004105632,17347,17347,Saint-Jean-d'Angély,75 - Nouvelle-Aquitaine,True,brand network,Entendre,1,1,2.0,3.0,20.0,2.0,0.0,3,18614,5650.624099999999,1883.5413666666664,37.61963678044869,False,1-2 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
R10000004105664,33063,33063,Bordeaux,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,99.0,147.0,171.0,56.0,0.0,38,757004,124150.7715,1241.507715,131.97340113647428,False,,,,,,,,,,,,
R10000004105702,33063,33063,Bordeaux,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,99.0,147.0,171.0,56.0,0.0,38,757004,124150.7715,1241.507715,131.97340113647428,False,,,,,,,,,,,,
R10000004105720,87085,87085,Limoges,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,21.0,25.0,32.0,17.0,0.0,18,190079,45443.9767,2065.6353045454543,70.31985429530802,False,,,,,,,,,,,,
R10000004105727,31390,31390,Montréjeau,76 - Occitanie,True,unbranded independent,,0,1,3.0,15.0,18.0,3.0,0.0,2,21073,6591.422200000001,1647.8555500000002,92.94713197525148,False,,,,,,,,,,,,
R10000004105794,40312,40312,Tarnos,75 - Nouvelle-Aquitaine,True,unbranded independent,,0,1,29.0,54.0,68.0,20.0,0.0,2,164999,39237.0823,1307.902743333333,101.74276638827962,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004105800,31232,31232,Grenade,76 - Occitanie,True,unbranded independent,,0,1,8.0,44.0,169.0,8.0,0.0,5,57002,8159.0106,906.5567333333332,96.93388317476992,False,,,,,,,,,,,,
R10000004105807,63124,63124,Cournon-d'Auvergne,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,29.0,47.0,59.0,19.0,0.0,8,272872,53177.1107,1772.5703566666666,96.4244968801282,False,,,,,,,,,,,,
R10000004105829,31417,31417,Pibrac,76 - Occitanie,True,unbranded independent,,0,1,30.0,142.0,172.0,26.0,4.0,1,192396,30365.1409,979.5206741935484,112.32369134517576,True,,,,,,,,,,,,
R10000004105912,38193,38193,L'Isle-d'Abeau,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,3,17.0,40.0,113.0,14.0,0.0,4,116215,17743.226300000002,985.7347944444446,79.75450934305371,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
R10000004105930,69272,69272,Communay,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,22.0,188.0,272.0,20.0,0.0,2,171148,32689.5948,1421.2867304347826,99.39213543832582,False,,,,,,,,,,,,
R10000004105935,69029,69029,Bron,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,3,161.0,239.0,287.0,89.0,0.0,9,1190318,187922.2407,1160.0138314814817,130.9953842859683,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
R10000004105964,26146,26146,Grignan,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,2.0,19.0,31.0,2.0,9.8,1,20356,5839.4457,1946.4819,60.69700987568347,True,1-2 | indépendant,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R10000004105976,07064,07064,Le Cheylard,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,1,1,1.0,3.0,9.0,1.0,0.0,2,10312,3276.3232,1638.1616,31.48793780363452,False,1-2 | indépendant,1.0,,,,,,,,,,
R10000004105977,73008,73008,Aix-les-Bains,84 - Auvergne-Rhône-Alpes,True,optician-hosted,Acuitis,0,1,12.0,42.0,70.0,10.0,0.0,7,79627,18013.068799999997,1385.6206769230766,99.6083616296835,False,,,,,,,,,,,,
R10000004105992,38053,38053,Bourgoin-Jallieu,84 - Auvergne-Rhône-Alpes,True,mutualist network,Écouter Voir / mutualiste,0,1,14.0,34.0,72.0,13.0,0.0,9,116504,17760.215200000002,1184.0143466666668,72.58377133304441,False,10+ | mutualiste,3.779220779220779,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
R10000004106019,38399,38399,Saint-Jean-de-Bournay,84 - Auvergne-Rhône-Alpes,True,optician-hosted,Krys Audition,1,1,1.0,29.0,73.0,1.0,0.0,2,33054,6140.6212,3070.3106,56.3667815445888,False,1-2 | enseigne nationale,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004106031,69389,69123,Lyon,,True,brand network,Audition Conseil,1,2,173.0,241.0,294.0,100.0,0.0,7,1195616,194384.76530000003,1117.1538235632186,132.0246569674389,False,,,,,,,,,,,,
R10000004106037,69387,69123,Lyon,,True,unbranded independent,,1,2,173.0,241.0,294.0,99.0,0.0,11,1195616,194384.76530000003,1117.1538235632186,135.21420753282257,False,,,,,,,,,,,,
R10000004106041,38468,38468,Salaise-sur-Sanne,84 - Auvergne-Rhône-Alpes,True,optician-hosted,Krys Audition,1,2,7.0,20.0,46.0,7.0,0.0,5,65820,13164.5872,1645.5734,51.72315008611402,False,,,,,,,,,,,,
R10000004106047,69010,69010,L'Arbresle,84 - Auvergne-Rhône-Alpes,True,optician-hosted,Alain Afflelou Acousticien,0,1,9.0,171.0,244.0,7.0,0.0,5,75829,14521.9596,1452.19596,91.05870764739528,False,,,,,,,,,,,,
R10000004106051,42222,42222,Saint-Galmier,84 - Auvergne-Rhône-Alpes,True,brand network,Sonance Audition,1,1,10.0,56.0,78.0,9.0,0.0,2,65344,14425.7552,1311.4322909090909,93.48743995986467,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004106057,38189,38189,Heyrieux,84 - Auvergne-Rhône-Alpes,True,unbranded independent,,0,1,15.0,95.0,268.0,10.0,0.0,3,101029,16674.5759,1042.16099375,96.4035270606018,False,,,,,,,,,,,,
R10000004106136,13001,13001,Aix-en-Provence,93 - Provence-Alpes-Côte d'Azur,True,unbranded independent,,1,2,29.0,79.0,282.0,16.0,0.0,20,198772,40379.5976,1345.9865866666664,100.04046617757484,False,,,,,,,,,,,,
R10000004106161,06088,06088,Nice,93 - Provence-Alpes-Côte d'Azur,False,unbranded independent,,0,1,60.0,89.0,133.0,,0.0,40,518726,124705.231,2044.348049180328,70.1942932140422,,,,,,,,,,,,,
R10000004106201,95313,95313,L'Isle-Adam,11 - Île-de-France,True,unbranded independent,,1,1,15.0,197.0,836.0,13.0,0.0,4,187560,29959.0245,1872.43903125,61.92421313829088,False,,,,,,,,,,,,
R10000004106207,75116,75056,Paris,,True,integrated chain,Audika,1,1,621.0,1063.0,1248.0,415.0,0.0,24,4550351,715814.5987000001,1150.8273290996783,130.19065920885387,False,,,,,,,,,,,,
R10000004106226,13212,13055,Marseille,,True,unbranded independent,,1,1,141.0,198.0,269.0,103.0,0.0,10,870186,169546.066,1193.98638028169,118.2305699133706,False,,,,,,,,,,,,
R10000004106240,83062,83062,,93 - Provence-Alpes-Côte d'Azur,True,unbranded independent,,0,1,38.0,74.0,98.0,25.0,0.0,5,310590,76268.2365,1955.595807692308,76.4528916016538,False,,,,,,,,,,,,
R10000004106249,84054,84054,L'Isle-sur-la-Sorgue,93 - Provence-Alpes-Côte d'Azur,True,optician-hosted,Atol,0,1,16.0,60.0,77.0,14.0,0.0,6,91861,22147.7682,1302.809894117647,85.15387057368633,False,10+ | enseigne nationale,3.7737909516380657,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
R10000004106259,31091,31091,Bruguières,76 - Occitanie,True,unbranded independent,,0,1,16.0,119.0,167.0,16.0,0.0,2,138252,22035.284100000004,1296.1931823529414,100.64219095548631,True,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
R10000004106416,75116,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,24,4550351,715814.5987000001,1150.8273290996783,130.19065920885387,False,,,,,,,,,,,,
R10000004106427,93053,93053,Noisy-le-Sec,11 - Île-de-France,True,unbranded independent,,0,1,552.0,966.0,1199.0,361.0,0.0,8,3417922,492175.3494,890.0096734177214,117.23343670509776,False,,,,,,,,,,,,
R10000004106500,75117,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,31,4550351,715814.5987000001,1150.8273290996783,130.12468881937122,False,,,,,,,,,,,,
R10000004106574,75117,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,31,4550351,715814.5987000001,1150.8273290996783,130.12468881937122,False,10+ | indépendant,3.7745901639344255,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
R10000004106593,94081,94081,Vitry-sur-Seine,11 - Île-de-France,True,unbranded independent,,1,2,543.0,980.0,1231.0,347.0,0.0,10,3176492,517792.6205,951.8246700367646,122.00357153902851,False,,,,,,,,,,,,
R10000004106648,92040,92040,Issy-les-Moulineaux,11 - Île-de-France,True,unbranded independent,,0,1,563.0,999.0,1249.0,357.0,0.0,10,3474000,578297.9569,1025.3509874113474,126.62989575541872,False,,,,,,,,,,,,
R10000004106660,75111,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,20,4550351,715814.5987000001,1150.8273290996783,132.26903176992226,False,,,,,,,,,,,,
R10000004106684,92023,92023,Clamart,11 - Île-de-France,True,unbranded independent,,1,2,548.0,958.0,1228.0,343.0,0.0,8,2655191,464173.00219999993,845.4881642987249,119.0409208462624,False,,,,,,,,,,,,
R10000004106707,75119,75056,Paris,,True,unbranded independent,,1,1,621.0,1063.0,1248.0,414.0,0.0,32,4550351,715814.5987000001,1150.8273290996783,130.25890077225282,False,,,,,,,,,,,,
